data_entry,id,trial,movement,number,comment
caterina,P09,47,outwards,20,
caterina,P09,48,inwards,13,
caterina,P09,49,outwards,11,
caterina,P09,50,inwards,19,
caterina,P09,51,outwards,4,
caterina,P09,52,inwards,6,
caterina,P09,53,outwards,13,
caterina,P09,54,inwards,19,
caterina,P09,55,outwards,29,
caterina,P09,56,inwards,21,
caterina,P09,57,outwards,1,
caterina,P09,58,inwards,6,
caterina,P09,59,outwards,11,
caterina,P09,60,inwards,19,
caterina,P09,61,outwards,23,
caterina,P09,62,inwards,30,
caterina,P09,63,outwards,7,
caterina,P09,64,inwards,2,
caterina,P09,65,outwards,12,
caterina,P09,66,inwards,19,
caterina,P09,67,outwards,16,
caterina,P09,68,inwards,4,
caterina,P09,69,outwards,27,
caterina,P09,70,inwards,12,
caterina,P09,71,outwards,1,
caterina,P09,72,inwards,6,
caterina,P09,73,outwards,20,
caterina,P09,74,inwards,30,
caterina,P09,75,outwards,7,
caterina,P09,76,inwards,13,
caterina,P09,77,outwards,17,
caterina,P09,78,inwards,21,
caterina,P09,79,outwards,24,
caterina,P09,80,inwards,13,
caterina,P09,81,outwards,NA,
caterina,P09,82,inwards,NA,
caterina,P09,83,outwards,NA,
caterina,P09,84,inwards,NA,
caterina,P09,85,outwards,NA,
caterina,P09,86,inwards,NA,
caterina,P09,87,outwards,NA,
caterina,P09,88,inwards,NA,
caterina,P09,89,outwards,NA,
caterina,P09,90,inwards,NA,
caterina,P09,91,outwards,NA,
caterina,P09,92,inwards,NA,
caterina,P09,93,outwards,NA,
caterina,P09,94,inwards,NA,
caterina,P09,95,outwards,NA,
caterina,P09,96,inwards,NA,
caterina,P09,97,outwards,NA,
caterina,P09,98,inwards,NA,
caterina,P09,99,outwards,NA,
caterina,P09,100,inwards,NA,
caterina,P10,1,outwards,2,
caterina,P10,2,inwards,6,
caterina,P10,3,outwards,10,
caterina,P10,4,inwards,18,
caterina,P10,5,outwards,20,
caterina,P10,6,inwards,4,
caterina,P10,7,outwards,7,
caterina,P10,8,inwards,19,
caterina,P10,9,outwards,22,
caterina,P10,10,inwards,27,
caterina,P10,11,outwards,30,
caterina,P10,12,inwards,1,
caterina,P10,13,outwards,2,
caterina,P10,14,inwards,4,
caterina,P10,15,outwards,8,
caterina,P10,16,inwards,9,
caterina,P10,17,outwards,12,
caterina,P10,18,inwards,15,
caterina,P10,19,outwards,17,
caterina,P10,20,inwards,20,
caterina,P10,21,outwards,26,
caterina,P10,22,inwards,21,
caterina,P10,23,outwards,30,
caterina,P10,24,inwards,16,
caterina,P10,25,outwards,14,
caterina,P10,26,inwards,12,
caterina,P10,27,outwards,16,
caterina,P10,28,inwards,2,
caterina,P10,29,outwards,1,
caterina,P10,30,inwards,3,
caterina,P10,31,outwards,7,
caterina,P10,32,inwards,9,
caterina,P10,33,outwards,8,
caterina,P10,34,inwards,13,
caterina,P10,35,outwards,18,
caterina,P10,36,inwards,19,
caterina,P10,37,outwards,14,
caterina,P10,38,inwards,12,
caterina,P10,39,outwards,13,
caterina,P10,40,inwards,2,
caterina,P10,41,outwards,8,
caterina,P10,42,inwards,20,
caterina,P10,43,outwards,6,
caterina,P10,44,inwards,9,
caterina,P10,45,outwards,30,
caterina,P10,46,inwards,18,
caterina,P10,47,outwards,17,
caterina,P10,48,inwards,11,
caterina,P10,49,outwards,6,
caterina,P10,50,inwards,5,
caterina,P10,51,outwards,20,
caterina,P10,52,inwards,30,
caterina,P10,53,outwards,12,
caterina,P10,54,inwards,11,
caterina,P10,55,outwards,14,
caterina,P10,56,inwards,6,
caterina,P10,57,outwards,9,
caterina,P10,58,inwards,26,
caterina,P10,59,outwards,22,
caterina,P10,60,inwards,20,
caterina,P10,61,outwards,19,
caterina,P10,62,inwards,12,
caterina,P10,63,outwards,11,
caterina,P10,64,inwards,10,
caterina,P10,65,outwards,17,
caterina,P10,66,inwards,25,
caterina,P10,67,outwards,14,
caterina,P10,68,inwards,30,
caterina,P10,69,outwards,4,
caterina,P10,70,inwards,8,
caterina,P10,71,outwards,12,
caterina,P10,72,inwards,3,
caterina,P10,73,outwards,9,
caterina,P10,74,inwards,12,
caterina,P10,75,outwards,15,
caterina,P10,76,inwards,16,
caterina,P10,77,outwards,30,
caterina,P10,78,inwards,24,
caterina,P10,79,outwards,21,
caterina,P10,80,inwards,13,
caterina,P10,81,outwards,6,
caterina,P10,82,inwards,18,
caterina,P10,83,outwards,9,
caterina,P10,84,inwards,4,
caterina,P10,85,outwards,27,
caterina,P10,86,inwards,12,
caterina,P10,87,outwards,19,
caterina,P10,88,inwards,16,
caterina,P10,89,outwards,30,
caterina,P10,90,inwards,1,
caterina,P10,91,outwards,NA,
caterina,P10,92,inwards,NA,
caterina,P10,93,outwards,NA,
caterina,P10,94,inwards,NA,
caterina,P10,95,outwards,NA,
caterina,P10,96,inwards,NA,
caterina,P10,97,outwards,NA,
caterina,P10,98,inwards,NA,
caterina,P10,99,outwards,NA,
caterina,P10,100,inwards,NA,
caterina,P11,1,outwards,18,
caterina,P11,2,inwards,16,
caterina,P11,3,outwards,3,
caterina,P11,4,inwards,7,
caterina,P11,5,outwards,5,
caterina,P11,6,inwards,3,
caterina,P11,7,outwards,21,
caterina,P11,8,inwards,27,
caterina,P11,9,outwards,29,
caterina,P11,10,inwards,3,
caterina,P11,11,outwards,30,
caterina,P11,12,inwards,2,
caterina,P11,13,outwards,16,
caterina,P11,14,inwards,13,
caterina,P11,15,outwards,15,
caterina,P11,16,inwards,16,
caterina,P11,17,outwards,8,
caterina,P11,18,inwards,9,
caterina,P11,19,outwards,12,
caterina,P11,20,inwards,26,
caterina,P11,21,outwards,24,
caterina,P11,22,inwards,30,
caterina,P11,23,outwards,3,
caterina,P11,24,inwards,5,
caterina,P11,25,outwards,9,
caterina,P11,26,inwards,11,
caterina,P11,27,outwards,15,
caterina,P11,28,inwards,18,
caterina,P11,29,outwards,23,
caterina,P11,30,inwards,27,
caterina,P11,31,outwards,30,
caterina,P11,32,inwards,7,
caterina,P11,33,outwards,6,
caterina,P11,34,inwards,15,
caterina,P11,35,outwards,12,
caterina,P11,36,inwards,15,
caterina,P11,37,outwards,18,
caterina,P11,38,inwards,22,
caterina,P11,39,outwards,7,
caterina,P11,40,inwards,5,
caterina,P11,41,outwards,1,
caterina,P11,42,inwards,28,
caterina,P11,43,outwards,29,
caterina,P11,44,inwards,7,
caterina,P11,45,outwards,9,
caterina,P11,46,inwards,10,
caterina,P11,47,outwards,2,
caterina,P11,48,inwards,4,
caterina,P11,49,outwards,28,
caterina,P11,50,inwards,25,
caterina,P11,51,outwards,30,
caterina,P11,52,inwards,2,
caterina,P11,53,outwards,7,
caterina,P11,54,inwards,9,
caterina,P11,55,outwards,19,
caterina,P11,56,inwards,15,
caterina,P11,57,outwards,13,
caterina,P11,58,inwards,2,
caterina,P11,59,outwards,7,
caterina,P11,60,inwards,12,
caterina,P11,61,outwards,18,
caterina,P11,62,inwards,22,
caterina,P11,63,outwards,21,
caterina,P11,64,inwards,28,
caterina,P11,65,outwards,30,
caterina,P11,66,inwards,6,
caterina,P11,67,outwards,9,
caterina,P11,68,inwards,12,
caterina,P11,69,outwards,18,
caterina,P11,70,inwards,7,
caterina,P11,71,outwards,3,
caterina,P11,72,inwards,30,
caterina,P11,73,outwards,4,
caterina,P11,74,inwards,14,
caterina,P11,75,outwards,16,
caterina,P11,76,inwards,5,
caterina,P11,77,outwards,13,
caterina,P11,78,inwards,12,
caterina,P11,79,outwards,26,
caterina,P11,80,inwards,22,
caterina,P11,81,outwards,NA,
caterina,P11,82,inwards,NA,
caterina,P11,83,outwards,NA,
caterina,P11,84,inwards,NA,
caterina,P11,85,outwards,NA,
caterina,P11,86,inwards,NA,
caterina,P11,87,outwards,NA,
caterina,P11,88,inwards,NA,
caterina,P11,89,outwards,NA,
caterina,P11,90,inwards,NA,
caterina,P11,91,outwards,NA,
caterina,P11,92,inwards,NA,
caterina,P11,93,outwards,NA,
caterina,P11,94,inwards,NA,
caterina,P11,95,outwards,NA,
caterina,P11,96,inwards,NA,
caterina,P11,97,outwards,NA,
caterina,P11,98,inwards,NA,
caterina,P11,99,outwards,NA,
caterina,P11,100,inwards,NA,
caterina,P12,1,outwards,6,
caterina,P12,2,inwards,13,
caterina,P12,3,outwards,19,
caterina,P12,4,inwards,21,
caterina,P12,5,outwards,26,
caterina,P12,6,inwards,3,
caterina,P12,7,outwards,4,
caterina,P12,8,inwards,6,
caterina,P12,9,outwards,10,
caterina,P12,10,inwards,12,
caterina,P12,11,outwards,20,
caterina,P12,12,inwards,23,
caterina,P12,13,outwards,26,
caterina,P12,14,inwards,4,
caterina,P12,15,outwards,10,
caterina,P12,16,inwards,16,
caterina,P12,17,outwards,12,
caterina,P12,18,inwards,14,
caterina,P12,19,outwards,21,
caterina,P12,20,inwards,9,
caterina,P12,21,outwards,2,
caterina,P12,22,inwards,22,
caterina,P12,23,outwards,24,
caterina,P12,24,inwards,26,
caterina,P12,25,outwards,10,
caterina,P12,26,inwards,2,
caterina,P12,27,outwards,1,
caterina,P12,28,inwards,30,
caterina,P12,29,outwards,NA,
caterina,P12,30,inwards,6,
caterina,P12,31,outwards,9,
caterina,P12,32,inwards,24,
caterina,P12,33,outwards,2,
caterina,P12,34,inwards,19,
caterina,P12,35,outwards,16,
caterina,P12,36,inwards,14,
caterina,P12,37,outwards,17,
caterina,P12,38,inwards,26,
caterina,P12,39,outwards,2,
caterina,P12,40,inwards,4,
caterina,P12,41,outwards,6,
caterina,P12,42,inwards,30,
caterina,P12,43,outwards,19,
caterina,P12,44,inwards,29,
caterina,P12,45,outwards,23,
caterina,P12,46,inwards,26,
caterina,P12,47,outwards,14,
caterina,P12,48,inwards,20,
caterina,P12,49,outwards,4,
caterina,P12,50,inwards,9,
caterina,P12,51,outwards,12,
caterina,P12,52,inwards,15,
caterina,P12,53,outwards,17,
caterina,P12,54,inwards,NA,
caterina,P12,55,outwards,24,
caterina,P12,56,inwards,22,
caterina,P12,57,outwards,10,
caterina,P12,58,inwards,17,
caterina,P12,59,outwards,4,
caterina,P12,60,inwards,18,
caterina,P12,61,outwards,21,
caterina,P12,62,inwards,23,
caterina,P12,63,outwards,7,
caterina,P12,64,inwards,9,
caterina,P12,65,outwards,26,
caterina,P12,66,inwards,23,
caterina,P12,67,outwards,4,
caterina,P12,68,inwards,8,
caterina,P12,69,outwards,17,
caterina,P12,70,inwards,20,
caterina,P12,71,outwards,30,
caterina,P12,72,inwards,1,
caterina,P12,73,outwards,6,
caterina,P12,74,inwards,10,
caterina,P12,75,outwards,18,
caterina,P12,76,inwards,20,
caterina,P12,77,outwards,27,
caterina,P12,78,inwards,30,
caterina,P12,79,outwards,19,
caterina,P12,80,inwards,3,
caterina,P12,81,outwards,9,
caterina,P12,82,inwards,12,
caterina,P12,83,outwards,30,
caterina,P12,84,inwards,1,
caterina,P12,85,outwards,2,
caterina,P12,86,inwards,10,
caterina,P12,87,outwards,13,
caterina,P12,88,inwards,20,
caterina,P12,89,outwards,22,
caterina,P12,90,inwards,26,
caterina,P12,91,outwards,30,
caterina,P12,92,inwards,19,
caterina,P12,93,outwards,10,
caterina,P12,94,inwards,9,
caterina,P12,95,outwards,3,
caterina,P12,96,inwards,1,
caterina,P12,97,outwards,8,
caterina,P12,98,inwards,4,
caterina,P12,99,outwards,22,
caterina,P12,100,inwards,26,
caterina,P13,1,outwards,30,
caterina,P13,2,inwards,4,
caterina,P13,3,outwards,9,
caterina,P13,4,inwards,7,
caterina,P13,5,outwards,10,
caterina,P13,6,inwards,23,
caterina,P13,7,outwards,8,
caterina,P13,8,inwards,18,
caterina,P13,9,outwards,16,
caterina,P13,10,inwards,4,
caterina,P13,11,outwards,2,
caterina,P13,12,inwards,9,
caterina,P13,13,outwards,19,
caterina,P13,14,inwards,14,
caterina,P13,15,outwards,13,
caterina,P13,16,inwards,12,
caterina,P13,17,outwards,23,
caterina,P13,18,inwards,24,
caterina,P13,19,outwards,30,
caterina,P13,20,inwards,27,
caterina,P13,21,outwards,29,
caterina,P13,22,inwards,19,
caterina,P13,23,outwards,18,
caterina,P13,24,inwards,30,
caterina,P13,25,outwards,4,
caterina,P13,26,inwards,7,
caterina,P13,27,outwards,21,
caterina,P13,28,inwards,17,
caterina,P13,29,outwards,15,
caterina,P13,30,inwards,23,
caterina,P13,31,outwards,8,
caterina,P13,32,inwards,4,
caterina,P13,33,outwards,18,
caterina,P13,34,inwards,17,
caterina,P13,35,outwards,16,
caterina,P13,36,inwards,3,
caterina,P13,37,outwards,2,
caterina,P13,38,inwards,21,
caterina,P13,39,outwards,23,
caterina,P13,40,inwards,29,
caterina,P13,41,outwards,30,
caterina,P13,42,inwards,NA,
caterina,P13,43,outwards,14,
caterina,P13,44,inwards,16,
caterina,P13,45,outwards,18,
caterina,P13,46,inwards,21,
caterina,P13,47,outwards,25,
caterina,P13,48,inwards,30,
caterina,P13,49,outwards,21,
caterina,P13,50,inwards,23,
caterina,P13,51,outwards,24,
caterina,P13,52,inwards,29,
caterina,P13,53,outwards,30,
caterina,P13,54,inwards,21,
caterina,P13,55,outwards,4,
caterina,P13,56,inwards,8,
caterina,P13,57,outwards,7,
caterina,P13,58,inwards,13,
caterina,P13,59,outwards,12,
caterina,P13,60,inwards,21,
caterina,P13,61,outwards,23,
caterina,P13,62,inwards,22,
caterina,P13,63,outwards,30,
caterina,P13,64,inwards,1,
caterina,P13,65,outwards,3,
caterina,P13,66,inwards,4,
caterina,P13,67,outwards,7,
caterina,P13,68,inwards,4,
caterina,P13,69,outwards,5,
caterina,P13,70,inwards,10,
caterina,P13,71,outwards,13,
caterina,P13,72,inwards,11,
caterina,P13,73,outwards,9,
caterina,P13,74,inwards,3,
caterina,P13,75,outwards,1,
caterina,P13,76,inwards,5,
caterina,P13,77,outwards,25,
caterina,P13,78,inwards,15,
caterina,P13,79,outwards,30,
caterina,P13,80,inwards,29,
caterina,P13,81,outwards,28,
caterina,P13,82,inwards,3,
caterina,P13,83,outwards,NA,
caterina,P13,84,inwards,NA,
caterina,P13,85,outwards,NA,
caterina,P13,86,inwards,NA,
caterina,P13,87,outwards,NA,
caterina,P13,88,inwards,NA,
caterina,P13,89,outwards,NA,
caterina,P13,90,inwards,NA,
caterina,P13,91,outwards,NA,
caterina,P13,92,inwards,NA,
caterina,P13,93,outwards,NA,
caterina,P13,94,inwards,NA,
caterina,P13,95,outwards,NA,
caterina,P13,96,inwards,NA,
caterina,P13,97,outwards,NA,
caterina,P13,98,inwards,NA,
caterina,P13,99,outwards,NA,
caterina,P13,100,inwards,NA,
caterina,P14,1,outwards,15,
caterina,P14,2,inwards,16,
caterina,P14,3,outwards,21,
caterina,P14,4,inwards,19,
caterina,P14,5,outwards,28,
caterina,P14,6,inwards,30,
caterina,P14,7,outwards,23,
caterina,P14,8,inwards,6,
caterina,P14,9,outwards,7,
caterina,P14,10,inwards,1,
caterina,P14,11,outwards,12,
caterina,P14,12,inwards,18,
caterina,P14,13,outwards,4,
caterina,P14,14,inwards,9,
caterina,P14,15,outwards,16,
caterina,P14,16,inwards,11,
caterina,P14,17,outwards,25,
caterina,P14,18,inwards,29,
caterina,P14,19,outwards,3,
caterina,P14,20,inwards,14,
caterina,P14,21,outwards,17,
caterina,P14,22,inwards,1,
caterina,P14,23,outwards,6,
caterina,P14,24,inwards,24,
caterina,P14,25,outwards,29,
caterina,P14,26,inwards,13,
caterina,P14,27,outwards,8,
caterina,P14,28,inwards,10,
caterina,P14,29,outwards,19,
caterina,P14,30,inwards,13,
caterina,P14,31,outwards,25,
caterina,P14,32,inwards,4,
caterina,P14,33,outwards,26,
caterina,P14,34,inwards,3,
caterina,P14,35,outwards,30,
caterina,P14,36,inwards,6,
caterina,P14,37,outwards,21,
caterina,P14,38,inwards,12,
caterina,P14,39,outwards,17,
caterina,P14,40,inwards,19,
caterina,P14,41,outwards,4,
caterina,P14,42,inwards,10,
caterina,P14,43,outwards,30,
caterina,P14,44,inwards,21,
caterina,P14,45,outwards,11,
caterina,P14,46,inwards,20,
caterina,P14,47,outwards,26,
caterina,P14,48,inwards,1,
caterina,P14,49,outwards,21,
caterina,P14,50,inwards,9,
caterina,P14,51,outwards,17,
caterina,P14,52,inwards,28,
caterina,P14,53,outwards,24,
caterina,P14,54,inwards,30,
caterina,P14,55,outwards,6,
caterina,P14,56,inwards,8,
caterina,P14,57,outwards,2,
caterina,P14,58,inwards,14,
caterina,P14,59,outwards,23,
caterina,P14,60,inwards,9,
caterina,P14,61,outwards,7,
caterina,P14,62,inwards,18,
caterina,P14,63,outwards,10,
caterina,P14,64,inwards,15,
caterina,P14,65,outwards,20,
caterina,P14,66,inwards,7,
caterina,P14,67,outwards,25,
caterina,P14,68,inwards,4,
caterina,P14,69,outwards,27,
caterina,P14,70,inwards,1,
caterina,P14,71,outwards,6,
caterina,P14,72,inwards,18,
caterina,P14,73,outwards,8,
caterina,P14,74,inwards,26,
caterina,P14,75,outwards,28,
caterina,P14,76,inwards,13,
caterina,P14,77,outwards,12,
caterina,P14,78,inwards,7,
caterina,P14,79,outwards,4,
caterina,P14,80,inwards,9,
caterina,P14,81,outwards,NA,
caterina,P14,82,inwards,NA,
caterina,P14,83,outwards,NA,
caterina,P14,84,inwards,NA,
caterina,P14,85,outwards,NA,
caterina,P14,86,inwards,NA,
caterina,P14,87,outwards,NA,
caterina,P14,88,inwards,NA,
caterina,P14,89,outwards,NA,
caterina,P14,90,inwards,NA,
caterina,P14,91,outwards,NA,
caterina,P14,92,inwards,NA,
caterina,P14,93,outwards,NA,
caterina,P14,94,inwards,NA,
caterina,P14,95,outwards,NA,
caterina,P14,96,inwards,NA,
caterina,P14,97,outwards,NA,
caterina,P14,98,inwards,NA,
caterina,P14,99,outwards,NA,
caterina,P14,100,inwards,NA,
caterina,P15,1,outwards,6,
caterina,P15,2,inwards,12,
caterina,P15,3,outwards,20,
caterina,P15,4,inwards,30,
caterina,P15,5,outwards,NA,
caterina,P15,6,inwards,2,
caterina,P15,7,outwards,6,
caterina,P15,8,inwards,15,
caterina,P15,9,outwards,10,
caterina,P15,10,inwards,6,
caterina,P15,11,outwards,8,
caterina,P15,12,inwards,12,
caterina,P15,13,outwards,17,
caterina,P15,14,inwards,15,
caterina,P15,15,outwards,23,
caterina,P15,16,inwards,26,
caterina,P15,17,outwards,1,
caterina,P15,18,inwards,10,
caterina,P15,19,outwards,12,
caterina,P15,20,inwards,17,
caterina,P15,21,outwards,3,
caterina,P15,22,inwards,7,
caterina,P15,23,outwards,15,
caterina,P15,24,inwards,24,
caterina,P15,25,outwards,27,
caterina,P15,26,inwards,2,
caterina,P15,27,outwards,6,
caterina,P15,28,inwards,4,
caterina,P15,29,outwards,5,
caterina,P15,30,inwards,12,
caterina,P15,31,outwards,14,
caterina,P15,32,inwards,23,
caterina,P15,33,outwards,30,
caterina,P15,34,inwards,16,
caterina,P15,35,outwards,15,
caterina,P15,36,inwards,2,
caterina,P15,37,outwards,18,
caterina,P15,38,inwards,14,
caterina,P15,39,outwards,23,
caterina,P15,40,inwards,28,
caterina,P15,41,outwards,2,
caterina,P15,42,inwards,6,
caterina,P15,43,outwards,3,
caterina,P15,44,inwards,14,
caterina,P15,45,outwards,16,
caterina,P15,46,inwards,19,
caterina,P15,47,outwards,20,
caterina,P15,48,inwards,12,
caterina,P15,49,outwards,7,
caterina,P15,50,inwards,1,
caterina,P15,51,outwards,9,
caterina,P15,52,inwards,12,
caterina,P15,53,outwards,15,
caterina,P15,54,inwards,22,
caterina,P15,55,outwards,28,
caterina,P15,56,inwards,3,
caterina,P15,57,outwards,7,
caterina,P15,58,inwards,1,
caterina,P15,59,outwards,29,
caterina,P15,60,inwards,20,
caterina,P15,61,outwards,17,
caterina,P15,62,inwards,16,
caterina,P15,63,outwards,14,
caterina,P15,64,inwards,12,
caterina,P15,65,outwards,10,
caterina,P15,66,inwards,6,
caterina,P15,67,outwards,3,
caterina,P15,68,inwards,1,
caterina,P15,69,outwards,28,
caterina,P15,70,inwards,30,
caterina,P15,71,outwards,6,
caterina,P15,72,inwards,4,
caterina,P15,73,outwards,9,
caterina,P15,74,inwards,11,
caterina,P15,75,outwards,16,
caterina,P15,76,inwards,17,
caterina,P15,77,outwards,14,
caterina,P15,78,inwards,20,
caterina,P15,79,outwards,21,
caterina,P15,80,inwards,14,
caterina,P15,81,outwards,19,
caterina,P15,82,inwards,30,
caterina,P15,83,outwards,NA,
caterina,P15,84,inwards,NA,
caterina,P15,85,outwards,NA,
caterina,P15,86,inwards,NA,
caterina,P15,87,outwards,NA,
caterina,P15,88,inwards,NA,
caterina,P15,89,outwards,NA,
caterina,P15,90,inwards,NA,
caterina,P15,91,outwards,NA,
caterina,P15,92,inwards,NA,
caterina,P15,93,outwards,NA,
caterina,P15,94,inwards,NA,
caterina,P15,95,outwards,NA,
caterina,P15,96,inwards,NA,
caterina,P15,97,outwards,NA,
caterina,P15,98,inwards,NA,
caterina,P15,99,outwards,NA,
caterina,P15,100,inwards,NA,
caterina,P16,1,outwards,1,
caterina,P16,2,inwards,3,
caterina,P16,3,outwards,15,
caterina,P16,4,inwards,12,
caterina,P16,5,outwards,28,
caterina,P16,6,inwards,4,
caterina,P16,7,outwards,7,
caterina,P16,8,inwards,12,
caterina,P16,9,outwards,17,
caterina,P16,10,inwards,20,
caterina,P16,11,outwards,30,
caterina,P16,12,inwards,10,
caterina,P16,13,outwards,6,
caterina,P16,14,inwards,5,
caterina,P16,15,outwards,12,
caterina,P16,16,inwards,19,
caterina,P16,17,outwards,21,
caterina,P16,18,inwards,24,
caterina,P16,19,outwards,27,
caterina,P16,20,inwards,3,
caterina,P16,21,outwards,5,
caterina,P16,22,inwards,12,
caterina,P16,23,outwards,14,
caterina,P16,24,inwards,30,
caterina,P16,25,outwards,29,
caterina,P16,26,inwards,4,
caterina,P16,27,outwards,3,
caterina,P16,28,inwards,9,
caterina,P16,29,outwards,11,
caterina,P16,30,inwards,20,
caterina,P16,31,outwards,25,
caterina,P16,32,inwards,21,
caterina,P16,33,outwards,3,
caterina,P16,34,inwards,11,
caterina,P16,35,outwards,4,
caterina,P16,36,inwards,7,
caterina,P16,37,outwards,26,
caterina,P16,38,inwards,21,
caterina,P16,39,outwards,23,
caterina,P16,40,inwards,6,
caterina,P16,41,outwards,7,
caterina,P16,42,inwards,12,
caterina,P16,43,outwards,1,
caterina,P16,44,inwards,14,
caterina,P16,45,outwards,30,
caterina,P16,46,inwards,NA,
caterina,P16,47,outwards,1,
caterina,P16,48,inwards,4,
caterina,P16,49,outwards,8,
caterina,P16,50,inwards,12,
caterina,P16,51,outwards,15,
caterina,P16,52,inwards,21,
caterina,P16,53,outwards,23,
caterina,P16,54,inwards,22,
caterina,P16,55,outwards,20,
caterina,P16,56,inwards,30,
caterina,P16,57,outwards,29,
caterina,P16,58,inwards,7,
caterina,P16,59,outwards,12,
caterina,P16,60,inwards,14,
caterina,P16,61,outwards,2,
caterina,P16,62,inwards,9,
caterina,P16,63,outwards,14,
caterina,P16,64,inwards,9,
caterina,P16,65,outwards,NA,
caterina,P16,66,inwards,5,
caterina,P16,67,outwards,28,
caterina,P16,68,inwards,20,
caterina,P16,69,outwards,22,
caterina,P16,70,inwards,7,
caterina,P16,71,outwards,1,
caterina,P16,72,inwards,9,
caterina,P16,73,outwards,15,
caterina,P16,74,inwards,27,
caterina,P16,75,outwards,30,
caterina,P16,76,inwards,22,
caterina,P16,77,outwards,12,
caterina,P16,78,inwards,10,
caterina,P16,79,outwards,4,
caterina,P16,80,inwards,13,
caterina,P16,81,outwards,18,
caterina,P16,82,inwards,21,
caterina,P16,83,outwards,30,
caterina,P16,84,inwards,27,
caterina,P16,85,outwards,12,
caterina,P16,86,inwards,15,
caterina,P16,87,outwards,NA,
caterina,P16,88,inwards,NA,
caterina,P16,89,outwards,NA,
caterina,P16,90,inwards,NA,
caterina,P16,91,outwards,NA,
caterina,P16,92,inwards,NA,
caterina,P16,93,outwards,NA,
caterina,P16,94,inwards,NA,
caterina,P16,95,outwards,NA,
caterina,P16,96,inwards,NA,
caterina,P16,97,outwards,NA,
caterina,P16,98,inwards,NA,
caterina,P16,99,outwards,NA,
caterina,P16,100,inwards,NA,
caterina,P17,1,outwards,21,
caterina,P17,2,inwards,10,
caterina,P17,3,outwards,13,
caterina,P17,4,inwards,9,
caterina,P17,5,outwards,3,
caterina,P17,6,inwards,30,
caterina,P17,7,outwards,21,
caterina,P17,8,inwards,11,
caterina,P17,9,outwards,23,
caterina,P17,10,inwards,21,
caterina,P17,11,outwards,6,
caterina,P17,12,inwards,NA,
caterina,P17,13,outwards,9,
caterina,P17,14,inwards,11,
caterina,P17,15,outwards,21,
caterina,P17,16,inwards,23,
caterina,P17,17,outwards,15,
caterina,P17,18,inwards,10,
caterina,P17,19,outwards,6,
caterina,P17,20,inwards,1,
caterina,P17,21,outwards,28,
caterina,P17,22,inwards,21,
caterina,P17,23,outwards,20,
caterina,P17,24,inwards,30,
caterina,P17,25,outwards,11,
caterina,P17,26,inwards,16,
caterina,P17,27,outwards,17,
caterina,P17,28,inwards,4,
caterina,P17,29,outwards,11,
caterina,P17,30,inwards,23,
caterina,P17,31,outwards,25,
caterina,P17,32,inwards,1,
caterina,P17,33,outwards,30,
caterina,P17,34,inwards,4,
caterina,P17,35,outwards,12,
caterina,P17,36,inwards,8,
caterina,P17,37,outwards,25,
caterina,P17,38,inwards,22,
caterina,P17,39,outwards,9,
caterina,P17,40,inwards,26,
caterina,P17,41,outwards,15,
caterina,P17,42,inwards,13,
caterina,P17,43,outwards,11,
caterina,P17,44,inwards,6,
caterina,P17,45,outwards,21,
caterina,P17,46,inwards,9,
caterina,P17,47,outwards,25,
caterina,P17,48,inwards,30,
caterina,P17,49,outwards,3,
caterina,P17,50,inwards,4,
caterina,P17,51,outwards,11,
caterina,P17,52,inwards,25,
caterina,P17,53,outwards,21,
caterina,P17,54,inwards,9,
caterina,P17,55,outwards,6,
caterina,P17,56,inwards,3,
caterina,P17,57,outwards,26,
caterina,P17,58,inwards,28,
caterina,P17,59,outwards,11,
caterina,P17,60,inwards,27,
caterina,P17,61,outwards,3,
caterina,P17,62,inwards,24,
caterina,P17,63,outwards,9,
caterina,P17,64,inwards,21,
caterina,P17,65,outwards,15,
caterina,P17,66,inwards,11,
caterina,P17,67,outwards,12,
caterina,P17,68,inwards,26,
caterina,P17,69,outwards,29,
caterina,P17,70,inwards,30,
caterina,P17,71,outwards,1,
caterina,P17,72,inwards,6,
caterina,P17,73,outwards,11,
caterina,P17,74,inwards,27,
caterina,P17,75,outwards,24,
caterina,P17,76,inwards,21,
caterina,P17,77,outwards,7,
caterina,P17,78,inwards,4,
caterina,P17,79,outwards,13,
caterina,P17,80,inwards,26,
caterina,P17,81,outwards,28,
caterina,P17,82,inwards,9,
caterina,P17,83,outwards,10,
caterina,P17,84,inwards,15,
caterina,P17,85,outwards,NA,
caterina,P17,86,inwards,NA,
caterina,P17,87,outwards,NA,
caterina,P17,88,inwards,NA,
caterina,P17,89,outwards,NA,
caterina,P17,90,inwards,NA,
caterina,P17,91,outwards,NA,
caterina,P17,92,inwards,NA,
caterina,P17,93,outwards,NA,
caterina,P17,94,inwards,NA,
caterina,P17,95,outwards,NA,
caterina,P17,96,inwards,NA,
caterina,P17,97,outwards,NA,
caterina,P17,98,inwards,NA,
caterina,P17,99,outwards,NA,
caterina,P17,100,inwards,NA,
caterina,P18,1,outwards,3,
caterina,P18,2,inwards,11,
caterina,P18,3,outwards,15,
caterina,P18,4,inwards,18,
caterina,P18,5,outwards,1,
caterina,P18,6,inwards,7,
caterina,P18,7,outwards,27,
caterina,P18,8,inwards,25,
caterina,P18,9,outwards,26,
caterina,P18,10,inwards,30,
