subject,language,movement,number,trial
eng_23_P10,english,outwards,6,45
eng_23_P10,english,inwards,8,46
eng_23_P10,english,outwards,10,47
eng_23_P10,english,inwards,12,48
eng_23_P10,english,outwards,14,49
eng_23_P10,english,inwards,16,50
eng_23_P10,english,outwards,18,51
eng_23_P10,english,inwards,20,52
eng_23_P10,english,outwards,22,53
eng_23_P10,english,inwards,25,54
eng_23_P10,english,outwards,26,55
eng_23_P10,english,inwards,28,56
eng_23_P10,english,outwards,13,57
eng_23_P10,english,inwards,1,58
eng_23_P10,english,outwards,3,59
eng_23_P10,english,inwards,5,60
eng_23_P10,english,outwards,7,61
eng_23_P10,english,inwards,9,62
eng_23_P10,english,outwards,11,63
eng_23_P10,english,inwards,13,64
eng_23_P10,english,outwards,15,65
eng_23_P10,english,inwards,17,66
eng_23_P10,english,outwards,19,67
eng_23_P10,english,inwards,21,68
eng_23_P10,english,outwards,24,69
eng_23_P10,english,inwards,25,70
eng_23_P10,english,outwards,27,71
eng_23_P10,english,inwards,28,72
eng_23_P10,english,outwards,26,73
eng_23_P10,english,inwards,25,74
eng_23_P10,english,outwards,24,75
eng_23_P10,english,inwards,23,76
eng_23_P10,english,outwards,22,77
eng_23_P10,english,inwards,21,78
eng_23_P10,english,outwards,20,79
eng_23_P10,english,inwards,19,80
eng_23_P10,english,outwards,18,81
eng_23_P11,english,outwards,9,1
eng_23_P11,english,inwards,22,2
eng_23_P11,english,outwards,29,3
eng_23_P11,english,inwards,15,4
eng_23_P11,english,outwards,18,5
eng_23_P11,english,inwards,3,6
eng_23_P11,english,outwards,6,7
eng_23_P11,english,inwards,17,8
eng_23_P11,english,outwards,24,9
eng_23_P11,english,inwards,17,10
eng_23_P11,english,outwards,4,11
eng_23_P11,english,inwards,2,12
eng_23_P11,english,outwards,28,13
eng_23_P11,english,inwards,30,14
eng_23_P11,english,outwards,16,15
eng_23_P11,english,inwards,19,16
eng_23_P11,english,outwards,23,17
eng_23_P11,english,inwards,5,18
eng_23_P11,english,outwards,7,19
eng_23_P11,english,inwards,9,20
eng_23_P11,english,outwards,18,21
eng_23_P11,english,inwards,12,22
eng_23_P11,english,outwards,3,23
eng_23_P11,english,inwards,26,24
eng_23_P11,english,outwards,21,25
eng_23_P11,english,inwards,19,26
eng_23_P11,english,outwards,14,27
eng_23_P11,english,inwards,8,28
eng_23_P11,english,outwards,7,29
eng_23_P11,english,inwards,27,30
eng_23_P11,english,outwards,28,31
eng_23_P11,english,inwards,15,32
eng_23_P11,english,outwards,19,33
eng_23_P11,english,inwards,7,34
eng_23_P11,english,outwards,6,35
eng_23_P11,english,inwards,24,36
eng_23_P11,english,outwards,20,37
eng_23_P11,english,inwards,19,38
eng_23_P11,english,outwards,11,39
eng_23_P11,english,inwards,8,40
eng_23_P11,english,outwards,4,41
eng_23_P11,english,inwards,17,42
eng_23_P11,english,inwards,18,44
eng_23_P11,english,outwards,23,45
eng_23_P11,english,inwards,11,48
eng_23_P11,english,outwards,3,49
eng_23_P11,english,inwards,5,50
eng_23_P11,english,outwards,30,51
eng_23_P11,english,inwards,11,52
eng_23_P11,english,outwards,12,55
eng_23_P11,english,outwards,11,57
eng_23_P11,english,inwards,26,58
eng_23_P11,english,inwards,18,62
eng_23_P11,english,outwards,28,63
eng_23_P11,english,outwards,18,67
eng_23_P11,english,inwards,5,68
eng_23_P11,english,outwards,16,69
eng_23_P11,english,inwards,7,70
eng_23_P11,english,outwards,19,71
eng_23_P11,english,inwards,24,72
eng_23_P11,english,outwards,30,73
eng_23_P11,english,inwards,5,74
eng_23_P11,english,outwards,16,75
eng_23_P11,english,inwards,7,76
eng_23_P11,english,outwards,18,77
eng_23_P11,english,inwards,2,78
eng_23_P11,english,outwards,11,79
eng_23_P11,english,inwards,22,80
eng_23_P11,english,outwards,30,81
eng_23_P11,english,inwards,11,82
eng_23_P11,english,outwards,15,83
eng_23_P11,english,inwards,6,84
eng_23_P11,english,outwards,27,85
eng_23_P11,english,outwards,8,87
eng_23_P11,english,inwards,11,88
eng_23_P11,english,outwards,30,89
eng_23_P11,english,inwards,15,90
eng_23_P11,english,outwards,26,91
eng_23_P11,english,inwards,3,92
eng_23_P11,english,outwards,9,93
eng_23_P11,english,inwards,22,94
eng_23_P11,english,outwards,3,95
eng_23_P11,english,inwards,15,96
eng_23_P11,english,outwards,22,97
eng_23_P11,english,inwards,6,98
eng_23_P11,english,outwards,27,99
eng_23_P11,english,inwards,28,100
eng_23_P12,english,outwards,1,1
eng_23_P12,english,inwards,6,2
eng_23_P12,english,outwards,7,3
eng_23_P12,english,inwards,9,4
eng_23_P12,english,outwards,2,5
eng_23_P12,english,inwards,12,6
eng_23_P12,english,outwards,20,7
eng_23_P12,english,inwards,26,8
eng_23_P12,english,outwards,29,9
eng_23_P12,english,inwards,17,10
eng_23_P12,english,outwards,19,11
eng_23_P12,english,inwards,11,12
eng_23_P12,english,outwards,4,13
eng_23_P12,english,inwards,9,14
eng_23_P12,english,outwards,12,15
eng_23_P12,english,inwards,22,16
eng_23_P12,english,outwards,29,17
eng_23_P12,english,inwards,30,18
eng_23_P12,english,outwards,1,19
eng_23_P12,english,inwards,12,20
eng_23_P12,english,outwards,26,21
eng_23_P12,english,inwards,23,22
eng_23_P12,english,outwards,16,23
eng_23_P12,english,inwards,15,24
eng_23_P12,english,outwards,2,25
eng_23_P12,english,inwards,24,26
eng_23_P12,english,outwards,30,27
eng_23_P12,english,inwards,7,28
eng_23_P12,english,outwards,14,29
eng_23_P12,english,inwards,21,30
eng_23_P12,english,outwards,22,31
eng_23_P12,english,inwards,12,32
eng_23_P12,english,outwards,13,33
eng_23_P12,english,inwards,27,34
eng_23_P12,english,outwards,4,35
eng_23_P12,english,inwards,9,36
eng_23_P12,english,outwards,20,37
eng_23_P12,english,inwards,11,38
eng_23_P12,english,outwards,19,39
eng_23_P12,english,inwards,27,40
eng_23_P12,english,outwards,26,41
eng_23_P12,english,inwards,15,42
eng_23_P12,english,outwards,2,43
eng_23_P12,english,inwards,4,44
eng_23_P12,english,outwards,6,45
eng_23_P12,english,inwards,26,46
eng_23_P12,english,outwards,17,47
eng_23_P12,english,inwards,19,48
eng_23_P12,english,outwards,12,49
eng_23_P12,english,inwards,29,50
eng_23_P12,english,outwards,16,51
eng_23_P12,english,inwards,19,52
eng_23_P12,english,outwards,22,53
eng_23_P12,english,inwards,7,54
eng_23_P12,english,outwards,4,55
eng_23_P12,english,inwards,5,56
eng_23_P12,english,outwards,20,57
eng_23_P12,english,inwards,30,58
eng_23_P12,english,outwards,11,59
eng_23_P12,english,inwards,12,60
eng_23_P12,english,outwards,3,61
eng_23_P12,english,inwards,4,62
eng_23_P12,english,outwards,20,63
eng_23_P12,english,inwards,26,64
eng_23_P12,english,outwards,12,65
eng_23_P12,english,inwards,17,66
eng_23_P12,english,outwards,13,67
eng_23_P12,english,inwards,4,68
eng_23_P12,english,outwards,7,69
eng_23_P12,english,inwards,16,70
eng_23_P12,english,outwards,30,71
eng_23_P12,english,inwards,12,72
eng_23_P12,english,outwards,17,73
eng_23_P12,english,inwards,30,74
eng_23_P12,english,outwards,4,75
eng_23_P12,english,inwards,22,76
eng_23_P12,english,outwards,26,77
eng_23_P12,english,inwards,28,78
eng_23_P12,english,outwards,14,79
eng_23_P12,english,inwards,17,80
eng_23_P13,english,outwards,7,1
eng_23_P13,english,inwards,13,2
eng_23_P13,english,outwards,23,3
eng_23_P13,english,inwards,19,4
eng_23_P13,english,outwards,28,5
eng_23_P13,english,inwards,4,6
eng_23_P13,english,outwards,15,7
eng_23_P13,english,inwards,23,8
eng_23_P13,english,outwards,20,9
eng_23_P13,english,inwards,30,10
eng_23_P13,english,outwards,3,11
eng_23_P13,english,inwards,5,12
eng_23_P13,english,outwards,13,13
eng_23_P13,english,inwards,16,14
eng_23_P13,english,outwards,19,15
eng_23_P13,english,inwards,2,16
eng_23_P13,english,outwards,1,17
eng_23_P13,english,inwards,7,18
eng_23_P13,english,outwards,10,19
eng_23_P13,english,inwards,14,20
eng_23_P13,english,outwards,24,21
eng_23_P13,english,inwards,25,22
eng_23_P13,english,outwards,16,23
eng_23_P13,english,inwards,29,24
eng_23_P13,english,outwards,17,25
eng_23_P13,english,inwards,4,26
eng_23_P13,english,outwards,9,27
eng_23_P13,english,inwards,11,28
eng_23_P13,english,outwards,15,29
eng_23_P13,english,inwards,19,30
eng_23_P13,english,outwards,26,31
eng_23_P13,english,inwards,22,32
eng_23_P13,english,outwards,7,33
eng_23_P13,english,inwards,1,34
eng_23_P13,english,outwards,30,35
eng_23_P13,english,inwards,8,36
eng_23_P13,english,outwards,10,37
eng_23_P13,english,inwards,27,38
eng_23_P13,english,outwards,24,39
eng_23_P13,english,inwards,25,40
eng_23_P13,english,outwards,1,41
eng_23_P13,english,inwards,3,42
eng_23_P13,english,outwards,6,43
eng_23_P13,english,inwards,5,44
eng_23_P13,english,outwards,16,45
eng_23_P13,english,inwards,19,46
eng_23_P13,english,outwards,3,47
eng_23_P13,english,inwards,30,48
eng_23_P13,english,outwards,11,49
eng_23_P13,english,inwards,1,50
eng_23_P13,english,outwards,6,51
eng_23_P13,english,inwards,9,52
eng_23_P13,english,outwards,7,53
eng_23_P13,english,inwards,30,54
eng_23_P13,english,outwards,29,55
eng_23_P13,english,inwards,25,56
eng_23_P13,english,outwards,13,57
eng_23_P13,english,inwards,12,58
eng_23_P13,english,outwards,2,59
eng_23_P13,english,inwards,4,60
eng_23_P13,english,outwards,17,61
eng_23_P13,english,inwards,19,62
eng_23_P13,english,outwards,30,63
eng_23_P13,english,inwards,27,64
eng_23_P13,english,outwards,25,65
eng_23_P13,english,inwards,12,66
eng_23_P13,english,outwards,13,67
eng_23_P13,english,inwards,6,68
eng_23_P13,english,outwards,2,69
eng_23_P13,english,inwards,1,70
eng_23_P13,english,outwards,19,71
eng_23_P13,english,inwards,17,72
eng_23_P13,english,outwards,30,73
eng_23_P13,english,inwards,2,74
eng_23_P13,english,outwards,5,75
eng_23_P13,english,inwards,17,76
eng_23_P13,english,outwards,30,77
eng_23_P13,english,inwards,23,78
eng_23_P13,english,outwards,29,79
eng_23_P13,english,inwards,27,80
eng_23_P14,english,outwards,6,1
eng_23_P14,english,inwards,10,2
eng_23_P14,english,outwards,4,3
eng_23_P14,english,inwards,9,4
eng_23_P14,english,outwards,20,5
eng_23_P14,english,inwards,24,6
eng_23_P14,english,outwards,27,7
eng_23_P14,english,inwards,26,8
eng_23_P14,english,outwards,3,9
eng_23_P14,english,inwards,8,10
eng_23_P14,english,outwards,14,11
eng_23_P14,english,inwards,16,12
eng_23_P14,english,outwards,19,13
eng_23_P14,english,inwards,2,14
eng_23_P14,english,outwards,11,15
eng_23_P14,english,inwards,13,16
eng_23_P14,english,outwards,7,17
eng_23_P14,english,inwards,27,18
eng_23_P14,english,outwards,21,19
eng_23_P14,english,inwards,22,20
eng_23_P14,english,outwards,8,21
eng_23_P14,english,inwards,5,22
eng_23_P14,english,outwards,15,23
eng_23_P14,english,inwards,20,24
eng_23_P14,english,outwards,22,29
eng_23_P14,english,inwards,28,30
eng_23_P14,english,outwards,17,31
eng_23_P14,english,inwards,12,32
eng_23_P14,english,outwards,14,33
eng_23_P14,english,inwards,25,34
eng_23_P14,english,outwards,24,35
eng_23_P14,english,inwards,3,36
eng_23_P14,english,outwards,1,39
eng_23_P14,english,inwards,30,40
eng_23_P14,english,outwards,29,41
eng_23_P14,english,inwards,19,42
eng_23_P14,english,inwards,17,44
eng_23_P14,english,outwards,18,45
eng_23_P14,english,inwards,15,46
eng_23_P14,english,outwards,7,47
eng_23_P14,english,inwards,4,48
eng_23_P14,english,outwards,5,49
eng_23_P14,english,inwards,16,50
eng_23_P14,english,outwards,24,51
eng_23_P14,english,inwards,20,52
eng_23_P14,english,outwards,27,53
eng_23_P14,english,inwards,8,54
eng_23_P14,english,outwards,17,55
eng_23_P14,english,inwards,14,56
eng_23_P14,english,outwards,28,57
eng_23_P14,english,inwards,30,58
eng_23_P14,english,outwards,11,59
eng_23_P14,english,inwards,19,60
eng_23_P14,english,inwards,17,64
eng_23_P14,english,outwards,20,65
eng_23_P14,english,inwards,11,66
eng_23_P14,english,outwards,10,67
eng_23_P14,english,inwards,8,68
eng_23_P14,english,outwards,27,69
eng_23_P14,english,inwards,23,70
eng_23_P14,english,outwards,7,71
eng_23_P14,english,inwards,4,72
eng_23_P14,english,outwards,16,73
eng_23_P14,english,inwards,1,74
eng_23_P14,english,outwards,2,75
eng_23_P14,english,inwards,4,76
eng_23_P14,english,outwards,12,77
eng_23_P14,english,inwards,19,78
eng_23_P14,english,outwards,28,79
eng_23_P14,english,inwards,27,80
eng_23_P14,english,outwards,26,81
eng_23_P14,english,inwards,23,82
eng_23_P14,english,outwards,17,83
eng_23_P14,english,inwards,18,84
eng_23_P14,english,outwards,9,85
eng_23_P14,english,inwards,10,86
eng_23_P14,english,outwards,7,87
eng_23_P14,english,inwards,23,88
eng_23_P14,english,outwards,30,89
eng_23_P14,english,inwards,4,90
eng_23_P14,english,outwards,5,91
eng_23_P14,english,inwards,14,92
eng_23_P14,english,outwards,15,93
eng_23_P14,english,inwards,18,94
eng_23_P14,english,outwards,25,95
eng_23_P14,english,inwards,29,96
eng_23_P14,english,inwards,17,98
eng_23_P15,english,outwards,1,1
eng_23_P15,english,inwards,30,2
eng_23_P15,english,outwards,3,3
eng_23_P15,english,inwards,5,4
eng_23_P15,english,outwards,27,5
eng_23_P15,english,inwards,24,6
eng_23_P15,english,outwards,10,7
eng_23_P15,english,inwards,12,8
eng_23_P15,english,outwards,25,9
eng_23_P15,english,inwards,30,10
eng_23_P15,english,outwards,2,11
eng_23_P15,english,inwards,11,12
eng_23_P15,english,outwards,9,13
eng_23_P15,english,inwards,28,14
eng_23_P15,english,outwards,1,15
eng_23_P15,english,inwards,5,16
eng_23_P15,english,outwards,22,17
eng_23_P15,english,inwards,21,18
eng_23_P15,english,outwards,7,19
eng_23_P15,english,inwards,18,20
eng_23_P15,english,outwards,20,21
eng_23_P15,english,inwards,9,22
eng_23_P15,english,outwards,5,23
eng_23_P15,english,inwards,25,24
eng_23_P15,english,outwards,17,25
eng_23_P15,english,inwards,12,26
eng_23_P15,english,outwards,7,27
eng_23_P15,english,inwards,4,28
eng_23_P15,english,outwards,13,29
eng_23_P15,english,inwards,2,30
eng_23_P15,english,outwards,1,31
eng_23_P15,english,inwards,30,32
eng_23_P15,english,outwards,27,33
eng_23_P15,english,inwards,4,34
eng_23_P15,english,outwards,25,35
eng_23_P15,english,inwards,7,36
eng_23_P15,english,outwards,3,37
eng_23_P15,english,inwards,1,38
eng_23_P15,english,outwards,28,39
eng_23_P15,english,inwards,21,40
eng_23_P15,english,outwards,12,41
eng_23_P15,english,inwards,3,42
eng_23_P15,english,outwards,22,43
eng_23_P15,english,inwards,19,44
eng_23_P15,english,outwards,7,45
eng_23_P15,english,inwards,5,46
eng_23_P15,english,outwards,2,47
eng_23_P15,english,inwards,18,48
eng_23_P15,english,outwards,20,49
eng_23_P15,english,inwards,12,50
eng_23_P15,english,outwards,10,51
eng_23_P15,english,inwards,6,52
eng_23_P15,english,outwards,1,53
eng_23_P15,english,inwards,29,54
eng_23_P15,english,outwards,30,55
eng_23_P15,english,inwards,3,56
eng_23_P15,english,outwards,10,57
eng_23_P15,english,inwards,12,58
eng_23_P15,english,outwards,22,59
eng_23_P15,english,inwards,23,60
eng_23_P15,english,outwards,1,61
eng_23_P15,english,inwards,2,62
eng_23_P15,english,outwards,22,63
eng_23_P15,english,inwards,21,64
eng_23_P15,english,outwards,18,65
eng_23_P15,english,inwards,7,66
eng_23_P15,english,outwards,5,67
eng_23_P15,english,inwards,29,68
eng_23_P15,english,outwards,30,69
eng_23_P15,english,inwards,2,70
eng_23_P15,english,outwards,5,71
eng_23_P15,english,inwards,24,72
eng_23_P15,english,outwards,18,73
eng_23_P15,english,inwards,7,74
eng_23_P15,english,outwards,9,75
eng_23_P15,english,inwards,12,76
eng_23_P15,english,outwards,1,77
eng_23_P15,english,inwards,5,78
eng_23_P15,english,outwards,21,79
eng_23_P15,english,inwards,18,80
eng_23_P15,english,outwards,17,81
eng_23_P16,english,outwards,4,1
eng_23_P16,english,inwards,7,2
eng_23_P16,english,outwards,13,3
eng_23_P16,english,inwards,16,4
eng_23_P16,english,outwards,22,5
eng_23_P16,english,inwards,25,6
eng_23_P16,english,outwards,27,7
eng_23_P16,english,inwards,29,8
eng_23_P16,english,outwards,28,9
eng_23_P16,english,inwards,6,10
eng_23_P16,english,outwards,1,11
eng_23_P16,english,inwards,3,12
eng_23_P16,english,outwards,4,13
eng_23_P16,english,inwards,14,14
eng_23_P16,english,outwards,16,15
eng_23_P16,english,inwards,20,16
eng_23_P16,english,outwards,21,17
eng_23_P16,english,inwards,30,18
eng_23_P16,english,outwards,19,19
eng_23_P16,english,inwards,18,20
eng_23_P16,english,outwards,7,21
eng_23_P16,english,inwards,2,22
eng_23_P16,english,outwards,12,23
eng_23_P16,english,inwards,13,24
eng_23_P16,english,outwards,14,25
eng_23_P16,english,inwards,16,26
eng_23_P16,english,outwards,25,27
eng_23_P16,english,inwards,23,28
eng_23_P16,english,outwards,22,29
eng_23_P16,english,inwards,30,30
eng_23_P16,english,outwards,1,31
eng_23_P16,english,inwards,3,32
eng_23_P16,english,outwards,8,33
eng_23_P16,english,inwards,7,34
eng_23_P16,english,outwards,17,35
eng_23_P16,english,inwards,14,36
eng_23_P16,english,outwards,13,37
eng_23_P16,english,inwards,23,38
eng_23_P16,english,outwards,26,39
eng_23_P16,english,inwards,28,40
eng_23_P16,english,outwards,30,41
eng_23_P16,english,inwards,21,42
eng_23_P16,english,outwards,4,43
eng_23_P16,english,inwards,3,44
eng_23_P16,english,outwards,13,45
eng_23_P16,english,inwards,15,46
eng_23_P16,english,outwards,22,47
eng_23_P16,english,inwards,27,48
eng_23_P16,english,outwards,21,49
eng_23_P16,english,inwards,11,50
eng_23_P16,english,outwards,25,51
eng_23_P16,english,inwards,30,52
eng_23_P16,english,outwards,2,53
eng_23_P16,english,inwards,3,54
eng_23_P16,english,outwards,8,55
eng_23_P16,english,inwards,9,56
eng_23_P16,english,outwards,11,57
eng_23_P16,english,inwards,13,58
eng_23_P16,english,outwards,15,59
eng_23_P16,english,inwards,16,60
eng_23_P16,english,outwards,22,61
eng_23_P16,english,inwards,28,62
eng_23_P16,english,outwards,29,63
eng_23_P16,english,inwards,30,64
eng_23_P16,english,outwards,4,65
eng_23_P16,english,inwards,7,66
eng_23_P16,english,outwards,5,67
eng_23_P16,english,inwards,15,68
eng_23_P16,english,outwards,26,69
eng_23_P16,english,inwards,28,70
eng_23_P16,english,outwards,30,71
eng_23_P16,english,inwards,21,72
eng_23_P16,english,outwards,25,73
eng_23_P16,english,inwards,15,74
eng_23_P16,english,outwards,16,75
eng_23_P16,english,inwards,20,76
eng_23_P16,english,outwards,10,77
eng_23_P16,english,inwards,5,78
eng_23_P16,english,outwards,1,79
eng_23_P16,english,inwards,2,80
eng_23_P16,english,outwards,12,81
eng_23_P17,english,outwards,1,1
eng_23_P17,english,inwards,3,2
eng_23_P17,english,outwards,5,3
eng_23_P17,english,inwards,7,4
eng_23_P17,english,outwards,2,5
eng_23_P17,english,inwards,4,6
eng_23_P17,english,outwards,6,7
eng_23_P17,english,inwards,8,8
eng_23_P17,english,outwards,10,9
eng_23_P17,english,inwards,12,10
eng_23_P17,english,outwards,13,11
eng_23_P17,english,inwards,15,12
eng_23_P17,english,outwards,16,13
eng_23_P17,english,inwards,18,14
