subject,trial.no,number,hand,RT,correct
nuerk_2005_001,1,7,left,645,1
nuerk_2005_001,2,1,left,404,1
nuerk_2005_001,3,5,left,504,1
nuerk_2005_001,4,4,right,491,1
nuerk_2005_001,5,3,left,603,1
nuerk_2005_001,6,9,left,1023,1
nuerk_2005_001,7,6,right,607,1
nuerk_2005_001,8,7,left,527,1
nuerk_2005_001,9,7,left,468,1
nuerk_2005_001,10,0,right,645,1
nuerk_2005_001,11,5,left,650,1
nuerk_2005_001,12,7,left,1006,1
nuerk_2005_001,13,6,right,551,1
nuerk_2005_001,14,4,right,490,1
nuerk_2005_001,15,3,left,486,1
nuerk_2005_001,16,8,right,508,1
nuerk_2005_001,17,6,right,674,1
nuerk_2005_001,18,9,left,522,0
nuerk_2005_001,19,0,right,822,1
nuerk_2005_001,20,4,right,621,1
nuerk_2005_001,21,4,right,532,1
nuerk_2005_001,22,2,right,621,1
nuerk_2005_001,23,9,left,602,1
nuerk_2005_001,24,8,right,562,1
nuerk_2005_001,25,7,left,575,1
nuerk_2005_001,26,5,left,577,1
nuerk_2005_001,27,0,right,629,1
nuerk_2005_001,28,9,left,644,1
nuerk_2005_001,29,2,right,434,1
nuerk_2005_001,30,4,right,565,1
nuerk_2005_001,31,0,right,490,0
nuerk_2005_001,32,1,left,616,1
nuerk_2005_001,33,0,right,1085,1
nuerk_2005_001,34,5,left,491,1
nuerk_2005_001,35,6,right,604,1
nuerk_2005_001,36,9,left,621,1
nuerk_2005_001,37,8,right,502,1
nuerk_2005_001,38,9,left,519,0
nuerk_2005_001,39,2,right,574,1
nuerk_2005_001,40,3,left,852,1
nuerk_2005_001,41,9,left,662,0
nuerk_2005_001,42,1,left,589,1
nuerk_2005_001,43,7,left,716,1
nuerk_2005_001,44,8,right,551,1
nuerk_2005_001,45,2,right,548,1
nuerk_2005_001,46,2,right,501,1
nuerk_2005_001,47,8,right,518,1
nuerk_2005_001,48,6,right,731,1
nuerk_2005_001,49,4,right,591,1
nuerk_2005_001,50,6,right,533,1
nuerk_2005_001,51,7,left,489,1
nuerk_2005_001,52,4,right,530,1
nuerk_2005_001,53,6,right,647,1
nuerk_2005_001,54,9,left,1018,1
nuerk_2005_001,55,7,left,642,1
nuerk_2005_001,56,0,right,1414,1
nuerk_2005_001,57,8,right,695,1
nuerk_2005_001,58,3,left,462,1
nuerk_2005_001,59,0,right,547,1
nuerk_2005_001,60,5,left,527,1
nuerk_2005_001,61,8,right,543,1
nuerk_2005_001,62,7,left,460,1
nuerk_2005_001,63,5,left,500,1
nuerk_2005_001,64,3,left,427,1
nuerk_2005_001,65,7,left,656,1
nuerk_2005_001,66,3,left,462,1
nuerk_2005_001,67,5,left,445,1
nuerk_2005_001,68,4,right,492,1
nuerk_2005_001,69,2,right,462,1
nuerk_2005_001,70,5,left,516,1
nuerk_2005_001,71,9,left,563,1
nuerk_2005_001,72,1,left,532,1
nuerk_2005_001,73,1,left,401,1
nuerk_2005_001,74,6,right,502,1
nuerk_2005_001,75,2,right,517,0
nuerk_2005_001,76,6,right,542,1
nuerk_2005_001,77,1,left,532,1
nuerk_2005_001,78,8,right,518,1
nuerk_2005_001,79,2,right,487,1
nuerk_2005_001,80,8,right,485,1
nuerk_2005_001,81,0,right,653,1
nuerk_2005_001,82,5,left,547,1
nuerk_2005_001,83,2,right,528,1
nuerk_2005_001,84,8,right,558,1
nuerk_2005_001,85,1,left,557,1
nuerk_2005_001,86,1,left,483,1
nuerk_2005_001,87,3,left,604,1
nuerk_2005_001,88,6,right,592,1
nuerk_2005_001,89,3,left,517,1
nuerk_2005_001,90,4,right,558,1
nuerk_2005_001,91,0,right,486,1
nuerk_2005_001,92,4,right,466,1
nuerk_2005_001,93,1,left,535,1
nuerk_2005_001,94,2,right,811,1
nuerk_2005_001,95,9,left,531,1
nuerk_2005_001,96,3,left,515,1
nuerk_2005_001,97,3,left,418,1
nuerk_2005_001,98,0,right,631,1
nuerk_2005_001,99,5,left,574,1
nuerk_2005_001,100,1,left,605,1
nuerk_2005_001,101,1,right,464,1
nuerk_2005_001,102,3,right,449,1
nuerk_2005_001,103,6,left,456,1
nuerk_2005_001,104,5,right,556,1
nuerk_2005_001,105,9,right,509,1
nuerk_2005_001,106,1,right,531,1
nuerk_2005_001,107,7,right,461,1
nuerk_2005_001,108,2,left,487,1
nuerk_2005_001,109,2,left,426,1
nuerk_2005_001,110,1,right,667,1
nuerk_2005_001,111,6,left,831,1
nuerk_2005_001,112,8,left,687,1
nuerk_2005_001,113,0,left,1424,1
nuerk_2005_001,114,2,left,592,1
nuerk_2005_001,115,2,left,399,1
nuerk_2005_001,116,8,left,456,1
nuerk_2005_001,117,1,right,599,1
nuerk_2005_001,118,3,right,734,1
nuerk_2005_001,119,8,left,491,1
nuerk_2005_001,120,5,right,762,1
nuerk_2005_001,121,5,right,405,1
nuerk_2005_001,122,0,left,564,1
nuerk_2005_001,123,0,left,416,1
nuerk_2005_001,124,6,left,708,1
nuerk_2005_001,125,3,right,485,1
nuerk_2005_001,126,6,left,563,1
nuerk_2005_001,127,8,left,521,0
nuerk_2005_001,128,3,right,1240,1
nuerk_2005_001,129,7,right,548,1
nuerk_2005_001,130,4,left,556,1
nuerk_2005_001,131,7,right,512,1
nuerk_2005_001,132,8,left,518,1
nuerk_2005_001,133,3,right,514,1
nuerk_2005_001,134,9,right,507,1
nuerk_2005_001,135,9,right,428,1
nuerk_2005_001,136,8,left,629,1
nuerk_2005_001,137,4,left,513,1
nuerk_2005_001,138,7,right,535,1
nuerk_2005_001,139,4,left,621,1
nuerk_2005_001,140,9,right,518,1
nuerk_2005_001,141,1,right,560,1
nuerk_2005_001,142,1,right,373,1
nuerk_2005_001,143,6,left,532,1
nuerk_2005_001,144,2,left,676,1
nuerk_2005_001,145,9,right,469,1
nuerk_2005_001,146,6,left,573,1
nuerk_2005_001,147,0,left,488,1
nuerk_2005_001,148,4,left,484,1
nuerk_2005_001,149,9,right,577,0
nuerk_2005_001,150,5,right,645,1
nuerk_2005_001,151,7,right,449,1
nuerk_2005_001,152,0,left,703,1
nuerk_2005_001,153,4,left,1240,1
nuerk_2005_001,154,0,left,456,1
nuerk_2005_001,155,3,right,543,1
nuerk_2005_001,156,1,right,535,1
nuerk_2005_001,157,3,right,437,1
nuerk_2005_001,158,8,left,483,1
nuerk_2005_001,159,4,left,591,1
nuerk_2005_001,160,9,right,474,1
nuerk_2005_001,161,4,left,591,1
nuerk_2005_001,162,0,left,559,1
nuerk_2005_001,163,0,left,412,1
nuerk_2005_001,164,5,right,447,1
nuerk_2005_001,165,2,left,527,1
nuerk_2005_001,166,5,right,456,1
nuerk_2005_001,167,4,left,464,1
nuerk_2005_001,168,2,left,621,0
nuerk_2005_001,169,9,right,620,1
nuerk_2005_001,170,7,right,546,1
nuerk_2005_001,171,9,right,586,1
nuerk_2005_001,172,4,left,623,1
nuerk_2005_001,173,0,left,604,1
nuerk_2005_001,174,3,right,637,1
nuerk_2005_001,175,3,right,384,1
nuerk_2005_001,176,2,left,520,1
nuerk_2005_001,177,7,right,415,1
nuerk_2005_001,178,6,left,621,1
nuerk_2005_001,179,7,right,441,1
nuerk_2005_001,180,8,left,603,1
nuerk_2005_001,181,2,left,967,1
nuerk_2005_001,182,1,right,600,1
nuerk_2005_001,183,8,left,385,1
nuerk_2005_001,184,0,left,462,1
nuerk_2005_001,185,6,left,488,1
nuerk_2005_001,186,5,right,500,1
nuerk_2005_001,187,8,left,516,1
nuerk_2005_001,188,5,right,523,1
nuerk_2005_001,189,7,right,621,1
nuerk_2005_001,190,6,left,848,1
nuerk_2005_001,191,2,left,616,0
nuerk_2005_001,192,5,right,601,1
nuerk_2005_001,193,5,right,418,1
nuerk_2005_001,194,7,right,1094,1
nuerk_2005_001,195,3,right,593,1
nuerk_2005_001,196,4,left,504,1
nuerk_2005_001,197,1,right,593,1
nuerk_2005_001,198,1,right,449,1
nuerk_2005_001,199,6,left,600,1
nuerk_2005_001,200,9,right,546,1
nuerk_2005_002,1,9,right,766,0
nuerk_2005_002,2,4,left,1087,0
nuerk_2005_002,3,3,right,1194,1
nuerk_2005_002,4,1,right,595,1
nuerk_2005_002,5,4,left,636,1
nuerk_2005_002,6,8,left,453,1
nuerk_2005_002,7,7,right,535,1
nuerk_2005_002,8,1,right,537,1
nuerk_2005_002,9,2,left,426,1
nuerk_2005_002,10,4,left,434,1
nuerk_2005_002,11,6,left,561,1
nuerk_2005_002,12,8,left,458,1
nuerk_2005_002,13,9,right,530,1
nuerk_2005_002,14,3,right,432,1
nuerk_2005_002,15,1,right,520,1
nuerk_2005_002,16,3,right,734,1
nuerk_2005_002,17,6,left,578,1
nuerk_2005_002,18,6,left,470,1
nuerk_2005_002,19,5,right,603,1
nuerk_2005_002,20,2,left,822,1
nuerk_2005_002,21,5,right,577,1
nuerk_2005_002,22,2,left,657,1
nuerk_2005_002,23,7,right,571,1
nuerk_2005_002,24,4,left,502,1
nuerk_2005_002,25,8,left,979,1
nuerk_2005_002,26,7,right,459,1
nuerk_2005_002,27,6,left,557,1
nuerk_2005_002,28,1,right,514,1
nuerk_2005_002,29,0,left,664,1
nuerk_2005_002,30,0,left,577,1
nuerk_2005_002,31,8,left,526,1
nuerk_2005_002,32,0,left,482,1
nuerk_2005_002,33,4,left,517,1
nuerk_2005_002,34,0,left,483,1
nuerk_2005_002,35,3,right,533,1
nuerk_2005_002,36,5,right,565,1
nuerk_2005_002,37,9,right,1086,1
nuerk_2005_002,38,7,right,442,1
nuerk_2005_002,39,7,right,520,1
nuerk_2005_002,40,9,right,618,1
nuerk_2005_002,41,5,right,473,1
nuerk_2005_002,42,3,right,463,1
nuerk_2005_002,43,9,right,433,1
nuerk_2005_002,44,8,left,577,1
nuerk_2005_002,45,0,left,511,1
nuerk_2005_002,46,6,left,587,1
nuerk_2005_002,47,2,left,483,1
nuerk_2005_002,48,3,right,491,1
nuerk_2005_002,49,4,left,545,1
nuerk_2005_002,50,1,right,941,1
nuerk_2005_002,51,5,right,461,1
nuerk_2005_002,52,8,left,546,1
nuerk_2005_002,53,9,right,696,1
nuerk_2005_002,54,5,right,523,1
nuerk_2005_002,55,1,right,1200,1
nuerk_2005_002,56,3,right,460,1
nuerk_2005_002,57,4,left,515,1
nuerk_2005_002,58,6,left,606,1
nuerk_2005_002,59,2,left,664,1
nuerk_2005_002,60,5,right,449,1
nuerk_2005_002,61,2,left,600,1
nuerk_2005_002,62,3,right,560,1
nuerk_2005_002,63,9,right,474,1
nuerk_2005_002,64,3,right,478,1
nuerk_2005_002,65,0,left,528,1
nuerk_2005_002,66,6,left,512,1
nuerk_2005_002,67,3,right,475,1
nuerk_2005_002,68,7,right,477,0
nuerk_2005_002,69,5,right,1105,1
nuerk_2005_002,70,1,right,595,1
nuerk_2005_002,71,8,left,418,1
nuerk_2005_002,72,1,right,515,1
nuerk_2005_002,73,8,left,506,1
nuerk_2005_002,74,7,right,623,1
nuerk_2005_002,75,2,left,475,1
nuerk_2005_002,76,6,left,823,1
nuerk_2005_002,77,6,left,474,1
nuerk_2005_002,78,4,left,721,1
nuerk_2005_002,79,4,left,458,1
nuerk_2005_002,80,0,left,584,1
nuerk_2005_002,81,5,right,449,1
nuerk_2005_002,82,9,right,501,1
nuerk_2005_002,83,5,right,403,1
nuerk_2005_002,84,1,right,492,1
nuerk_2005_002,85,8,left,488,1
nuerk_2005_002,86,9,right,500,1
nuerk_2005_002,87,0,left,645,1
nuerk_2005_002,88,4,left,520,1
nuerk_2005_002,89,6,left,427,1
nuerk_2005_002,90,2,left,540,1
nuerk_2005_002,91,1,right,401,1
nuerk_2005_002,92,7,right,576,1
nuerk_2005_002,93,7,right,451,1
nuerk_2005_002,94,0,left,472,1
nuerk_2005_002,95,2,left,516,1
nuerk_2005_002,96,9,right,884,1
nuerk_2005_002,97,8,left,548,1
nuerk_2005_002,98,0,left,642,1
nuerk_2005_002,99,7,right,590,1
nuerk_2005_002,100,2,left,544,1
nuerk_2005_002,101,5,left,457,1
nuerk_2005_002,102,5,left,382,1
nuerk_2005_002,103,3,left,501,1
nuerk_2005_002,104,6,right,548,1
nuerk_2005_002,105,5,left,412,1
nuerk_2005_002,106,9,left,432,0
nuerk_2005_002,107,6,right,520,1
nuerk_2005_002,108,8,right,576,1
nuerk_2005_002,109,8,right,423,1
nuerk_2005_002,110,4,right,463,1
nuerk_2005_002,111,9,left,519,1
nuerk_2005_002,112,0,right,587,1
nuerk_2005_002,113,7,left,614,1
nuerk_2005_002,114,1,left,577,1
nuerk_2005_002,115,6,right,528,1
nuerk_2005_002,116,5,left,1368,1
nuerk_2005_002,117,3,left,0,1
nuerk_2005_002,118,7,left,555,1
nuerk_2005_002,119,8,right,522,1
nuerk_2005_002,120,2,right,419,1
nuerk_2005_002,121,0,right,502,1
nuerk_2005_002,122,7,left,416,1
nuerk_2005_002,123,2,right,586,1
nuerk_2005_002,124,0,right,466,1
nuerk_2005_002,125,1,left,493,1
nuerk_2005_002,126,3,left,512,1
nuerk_2005_002,127,8,right,558,1
nuerk_2005_002,128,3,left,586,1
nuerk_2005_002,129,8,right,643,1
nuerk_2005_002,130,8,right,449,1
nuerk_2005_002,131,1,left,456,1
nuerk_2005_002,132,2,right,475,1
nuerk_2005_002,133,5,left,926,1
nuerk_2005_002,134,3,left,533,1
nuerk_2005_002,135,4,right,488,1
nuerk_2005_002,136,7,left,469,1
nuerk_2005_002,137,1,left,500,1
nuerk_2005_002,138,3,left,442,1
nuerk_2005_002,139,4,right,419,1
nuerk_2005_002,140,6,right,517,1
nuerk_2005_002,141,2,right,426,1
nuerk_2005_002,142,4,right,413,1
nuerk_2005_002,143,5,left,505,1
nuerk_2005_002,144,3,left,549,1
nuerk_2005_002,145,4,right,400,1
nuerk_2005_002,146,7,left,485,1
nuerk_2005_002,147,6,right,469,1
nuerk_2005_002,148,8,right,619,1
nuerk_2005_002,149,9,left,428,1
nuerk_2005_002,150,5,left,440,1
nuerk_2005_002,151,1,left,485,1
nuerk_2005_002,152,2,right,421,1
nuerk_2005_002,153,2,right,447,1
nuerk_2005_002,154,2,right,471,1
nuerk_2005_002,155,9,left,431,1
nuerk_2005_002,156,6,right,431,1
nuerk_2005_002,157,8,right,403,1
nuerk_2005_002,158,5,left,402,1
nuerk_2005_002,159,0,right,485,1
nuerk_2005_002,160,7,left,449,1
nuerk_2005_002,161,2,right,458,1
nuerk_2005_002,162,6,right,429,1
nuerk_2005_002,163,6,right,473,1
nuerk_2005_002,164,4,right,400,1
nuerk_2005_002,165,5,left,400,1
nuerk_2005_002,166,7,left,382,1
nuerk_2005_002,167,4,right,461,1
nuerk_2005_002,168,7,left,530,1
nuerk_2005_002,169,4,right,388,1
nuerk_2005_002,170,6,right,413,1
nuerk_2005_002,171,9,left,490,1
nuerk_2005_002,172,3,left,386,0
nuerk_2005_002,173,4,right,754,1
nuerk_2005_002,174,9,left,606,1
nuerk_2005_002,175,0,right,499,1
nuerk_2005_002,176,1,left,456,1
nuerk_2005_002,177,4,right,556,1
nuerk_2005_002,178,0,right,565,0
nuerk_2005_002,179,8,right,493,1
nuerk_2005_002,180,9,left,518,1
nuerk_2005_002,181,9,left,469,1
nuerk_2005_002,182,5,left,437,1
nuerk_2005_002,183,0,right,485,1
nuerk_2005_002,184,8,right,896,0
nuerk_2005_002,185,0,right,455,1
nuerk_2005_002,186,2,right,551,1
nuerk_2005_002,187,6,right,462,1
nuerk_2005_002,188,1,left,402,1
nuerk_2005_002,189,3,left,415,1
nuerk_2005_002,190,7,left,389,1
nuerk_2005_002,191,1,left,427,1
nuerk_2005_002,192,1,left,382,1
nuerk_2005_002,193,1,left,401,1
nuerk_2005_002,194,3,left,443,1
nuerk_2005_002,195,2,right,434,1
nuerk_2005_002,196,7,left,461,1
nuerk_2005_002,197,0,right,489,1
nuerk_2005_002,198,9,left,655,1
nuerk_2005_002,199,9,left,418,1
nuerk_2005_002,200,0,right,414,1
nuerk_2005_003,1,5,left,529,1
nuerk_2005_003,2,0,right,661,1
nuerk_2005_003,3,1,left,733,1
nuerk_2005_003,4,1,left,620,1
nuerk_2005_003,5,2,right,605,1
nuerk_2005_003,6,6,right,493,1
nuerk_2005_003,7,4,right,522,1
nuerk_2005_003,8,3,left,459,1
nuerk_2005_003,9,2,right,516,1
nuerk_2005_003,10,0,right,552,1
nuerk_2005_003,11,9,left,502,1
nuerk_2005_003,12,0,right,463,1
nuerk_2005_003,13,3,left,504,1
nuerk_2005_003,14,7,left,663,1
nuerk_2005_003,15,5,left,634,1
nuerk_2005_003,16,0,right,592,1
nuerk_2005_003,17,2,right,565,1
nuerk_2005_003,18,4,right,594,1
nuerk_2005_003,19,3,left,462,1
nuerk_2005_003,20,1,left,445,1
nuerk_2005_003,21,3,left,476,1
nuerk_2005_003,22,1,left,482,1
nuerk_2005_003,23,0,right,447,1
nuerk_2005_003,24,7,left,455,1
nuerk_2005_003,25,1,left,433,1
nuerk_2005_003,26,9,left,461,1
nuerk_2005_003,27,1,left,470,1
nuerk_2005_003,28,6,right,562,1
nuerk_2005_003,29,8,right,534,1
nuerk_2005_003,30,6,right,580,1
nuerk_2005_003,31,6,right,489,1
nuerk_2005_003,32,2,right,574,1
nuerk_2005_003,33,1,left,549,1
nuerk_2005_003,34,9,left,470,1
nuerk_2005_003,35,4,right,662,1
nuerk_2005_003,36,1,left,503,1
nuerk_2005_003,37,0,right,637,1
nuerk_2005_003,38,9,left,537,1
nuerk_2005_003,39,5,left,512,1
nuerk_2005_003,40,5,left,502,1
nuerk_2005_003,41,3,left,604,1
nuerk_2005_003,42,8,right,638,1
nuerk_2005_003,43,4,right,486,1
nuerk_2005_003,44,4,right,471,1
nuerk_2005_003,45,4,right,505,1
nuerk_2005_003,46,5,left,506,1
nuerk_2005_003,47,8,right,759,1
nuerk_2005_003,48,5,left,713,1
nuerk_2005_003,49,5,left,677,1
nuerk_2005_003,50,8,right,586,1
nuerk_2005_003,51,7,left,729,1
nuerk_2005_003,52,1,left,746,1
nuerk_2005_003,53,9,left,536,1
nuerk_2005_003,54,7,left,752,1
nuerk_2005_003,55,8,right,587,1
nuerk_2005_003,56,0,right,756,1
nuerk_2005_003,57,9,left,527,1
nuerk_2005_003,58,0,right,555,0
nuerk_2005_003,59,2,right,1126,1
nuerk_2005_003,60,7,left,512,1
nuerk_2005_003,61,7,left,517,1
nuerk_2005_003,62,6,right,514,1
nuerk_2005_003,63,4,right,535,1
nuerk_2005_003,64,3,left,585,1
nuerk_2005_003,65,8,right,490,0
nuerk_2005_003,66,8,right,749,1
nuerk_2005_003,67,0,right,517,1
nuerk_2005_003,68,9,left,512,1
nuerk_2005_003,69,1,left,575,1
nuerk_2005_003,70,4,right,552,1
nuerk_2005_003,71,7,left,473,1
nuerk_2005_003,72,7,left,504,1
nuerk_2005_003,73,5,left,606,1
nuerk_2005_003,74,2,right,484,1
nuerk_2005_003,75,3,left,578,1
nuerk_2005_003,76,3,left,613,1
nuerk_2005_003,77,9,left,663,1
nuerk_2005_003,78,9,left,547,1
nuerk_2005_003,79,6,right,543,1
nuerk_2005_003,80,3,left,605,1
nuerk_2005_003,81,4,right,551,1
nuerk_2005_003,82,6,right,563,1
nuerk_2005_003,83,3,left,519,1
nuerk_2005_003,84,6,right,603,1
nuerk_2005_003,85,6,right,473,1
nuerk_2005_003,86,8,right,595,1
nuerk_2005_003,87,5,left,490,1
nuerk_2005_003,88,4,right,489,1
nuerk_2005_003,89,0,right,573,1
nuerk_2005_003,90,2,right,479,1
nuerk_2005_003,91,5,left,528,1
nuerk_2005_003,92,9,left,485,1
nuerk_2005_003,93,7,left,505,1
nuerk_2005_003,94,2,right,464,1
nuerk_2005_003,95,8,right,536,1
nuerk_2005_003,96,2,right,471,1
nuerk_2005_003,97,8,right,562,1
nuerk_2005_003,98,6,right,448,1
nuerk_2005_003,99,2,right,501,1
nuerk_2005_003,100,7,left,560,1
nuerk_2005_003,101,7,right,648,1
nuerk_2005_003,102,6,left,584,1
nuerk_2005_003,103,2,left,491,1
nuerk_2005_003,104,9,right,503,1
nuerk_2005_003,105,7,right,681,1
nuerk_2005_003,106,8,left,458,1
nuerk_2005_003,107,8,left,455,1
nuerk_2005_003,108,2,left,505,1
nuerk_2005_003,109,3,right,489,1
nuerk_2005_003,110,9,right,501,1
nuerk_2005_003,111,0,left,489,1
nuerk_2005_003,112,1,right,661,1
nuerk_2005_003,113,2,left,603,1
nuerk_2005_003,114,6,left,602,1
nuerk_2005_003,115,9,right,593,1
nuerk_2005_003,116,9,right,646,1
nuerk_2005_003,117,1,right,832,1
nuerk_2005_003,118,2,left,590,1
nuerk_2005_003,119,1,right,517,1
nuerk_2005_003,120,5,right,646,1
nuerk_2005_003,121,8,left,592,1
nuerk_2005_003,122,4,left,518,1
nuerk_2005_003,123,1,right,544,1
nuerk_2005_003,124,5,right,566,1
nuerk_2005_003,125,2,left,506,1
nuerk_2005_003,126,0,left,507,1
nuerk_2005_003,127,4,left,541,1
nuerk_2005_003,128,9,right,547,1
nuerk_2005_003,129,3,right,789,1
nuerk_2005_003,130,1,right,599,1
nuerk_2005_003,131,6,left,572,1
nuerk_2005_003,132,7,right,577,1
nuerk_2005_003,133,4,left,426,1
nuerk_2005_003,134,2,left,419,1
nuerk_2005_003,135,1,right,560,1
nuerk_2005_003,136,4,left,531,1
nuerk_2005_003,137,5,right,502,1
nuerk_2005_003,138,8,left,634,1
nuerk_2005_003,139,7,right,477,1
nuerk_2005_003,140,5,right,688,1
nuerk_2005_003,141,8,left,572,1
nuerk_2005_003,142,1,right,692,1
nuerk_2005_003,143,0,left,519,1
nuerk_2005_003,144,3,right,587,1
nuerk_2005_003,145,4,left,499,1
nuerk_2005_003,146,7,right,617,1
nuerk_2005_003,147,9,right,587,1
nuerk_2005_003,148,0,left,644,1
nuerk_2005_003,149,9,right,550,1
nuerk_2005_003,150,3,right,547,1
nuerk_2005_003,151,1,right,529,1
nuerk_2005_003,152,4,left,485,1
nuerk_2005_003,153,6,left,506,1
nuerk_2005_003,154,5,right,566,1
nuerk_2005_003,155,9,right,529,1
nuerk_2005_003,156,2,left,458,1
nuerk_2005_003,157,4,left,497,1
nuerk_2005_003,158,2,left,469,1
nuerk_2005_003,159,5,right,458,1
nuerk_2005_003,160,4,left,456,1
nuerk_2005_003,161,0,left,492,1
nuerk_2005_003,162,3,right,475,1
nuerk_2005_003,163,0,left,521,1
nuerk_2005_003,164,4,left,531,1
nuerk_2005_003,165,7,right,503,1
nuerk_2005_003,166,8,left,431,1
nuerk_2005_003,167,3,right,562,1
nuerk_2005_003,168,8,left,547,1
nuerk_2005_003,169,2,left,554,1
nuerk_2005_003,170,9,right,492,1
nuerk_2005_003,171,2,left,460,1
nuerk_2005_003,172,1,right,546,1
nuerk_2005_003,173,5,right,538,1
nuerk_2005_003,174,6,left,528,1
nuerk_2005_003,175,4,left,513,1
nuerk_2005_003,176,3,right,549,1
nuerk_2005_003,177,7,right,561,1
nuerk_2005_003,178,8,left,454,1
nuerk_2005_003,179,5,right,492,1
nuerk_2005_003,180,1,right,515,1
nuerk_2005_003,181,8,left,415,1
nuerk_2005_003,182,7,right,508,1
nuerk_2005_003,183,0,left,398,1
nuerk_2005_003,184,0,left,455,1
nuerk_2005_003,185,7,right,493,1
nuerk_2005_003,186,3,right,593,1
nuerk_2005_003,187,3,right,608,1
nuerk_2005_003,188,7,right,501,1
nuerk_2005_003,189,5,right,688,1
nuerk_2005_003,190,3,right,631,1
nuerk_2005_003,191,6,left,646,1
nuerk_2005_003,192,8,left,584,1
nuerk_2005_003,193,0,left,548,1
nuerk_2005_003,194,0,left,397,1
nuerk_2005_003,195,6,left,613,1
nuerk_2005_003,196,6,left,445,1
nuerk_2005_003,197,6,left,421,1
nuerk_2005_003,198,9,right,488,1
nuerk_2005_003,199,6,left,701,1
nuerk_2005_003,200,5,right,576,1
nuerk_2005_004,1,4,left,389,1
nuerk_2005_004,2,4,left,369,1
nuerk_2005_004,3,9,right,516,1
nuerk_2005_004,4,3,right,998,1
nuerk_2005_004,5,7,right,400,1
nuerk_2005_004,6,8,left,543,1
nuerk_2005_004,7,3,right,692,1
nuerk_2005_004,8,2,left,445,1
nuerk_2005_004,9,4,left,375,1
nuerk_2005_004,10,2,left,374,1
nuerk_2005_004,11,0,left,416,1
nuerk_2005_004,12,8,left,548,1
nuerk_2005_004,13,9,right,398,1
nuerk_2005_004,14,7,right,472,1
nuerk_2005_004,15,0,left,386,1
nuerk_2005_004,16,1,right,462,0
nuerk_2005_004,17,3,right,632,1
nuerk_2005_004,18,6,left,517,1
nuerk_2005_004,19,9,right,714,1
nuerk_2005_004,20,2,left,476,1
nuerk_2005_004,21,7,right,729,1
nuerk_2005_004,22,7,right,386,1
nuerk_2005_004,23,9,right,594,1
nuerk_2005_004,24,2,left,476,1
nuerk_2005_004,25,4,left,361,1
nuerk_2005_004,26,1,right,428,0
nuerk_2005_004,27,3,right,716,1
nuerk_2005_004,28,1,right,581,1
nuerk_2005_004,29,9,right,446,1
nuerk_2005_004,30,0,left,510,1
nuerk_2005_004,31,3,right,487,1
nuerk_2005_004,32,0,left,468,1
nuerk_2005_004,33,7,right,602,1
nuerk_2005_004,34,6,left,660,1
nuerk_2005_004,35,2,left,341,1
nuerk_2005_004,36,5,right,503,1
nuerk_2005_004,37,1,right,447,1
nuerk_2005_004,38,9,right,456,1
nuerk_2005_004,39,2,left,507,1
nuerk_2005_004,40,3,right,556,1
nuerk_2005_004,41,0,left,453,1
nuerk_2005_004,42,2,left,488,1
nuerk_2005_004,43,7,right,499,1
nuerk_2005_004,44,0,left,442,1
nuerk_2005_004,45,7,right,473,0
nuerk_2005_004,46,0,left,411,1
nuerk_2005_004,47,3,right,500,0
nuerk_2005_004,48,5,right,792,1
nuerk_2005_004,49,5,right,389,1
nuerk_2005_004,50,6,left,442,1
nuerk_2005_004,51,2,left,944,1
nuerk_2005_004,52,6,left,403,1
nuerk_2005_004,53,8,left,575,1
nuerk_2005_004,54,5,right,564,1
nuerk_2005_004,55,6,left,663,1
nuerk_2005_004,56,5,right,404,1
nuerk_2005_004,57,7,right,448,1
nuerk_2005_004,58,9,right,399,1
nuerk_2005_004,59,4,left,485,1
nuerk_2005_004,60,8,left,502,0
nuerk_2005_004,61,0,left,459,1
nuerk_2005_004,62,1,right,440,0
nuerk_2005_004,63,5,right,560,1
nuerk_2005_004,64,1,right,848,1
nuerk_2005_004,65,3,right,442,1
nuerk_2005_004,66,4,left,503,1
nuerk_2005_004,67,6,left,357,1
nuerk_2005_004,68,9,right,500,1
nuerk_2005_004,69,1,right,456,0
nuerk_2005_004,70,4,left,549,1
nuerk_2005_004,71,5,right,356,1
nuerk_2005_004,72,5,right,422,1
nuerk_2005_004,73,8,left,950,1
nuerk_2005_004,74,5,right,949,1
nuerk_2005_004,75,2,left,495,1
nuerk_2005_004,76,9,right,405,1
nuerk_2005_004,77,8,left,491,1
nuerk_2005_004,78,6,left,616,1
nuerk_2005_004,79,6,left,409,1
nuerk_2005_004,80,6,left,354,1
nuerk_2005_004,81,1,right,751,1
nuerk_2005_004,82,8,left,516,1
nuerk_2005_004,83,3,right,768,1
nuerk_2005_004,84,1,right,414,1
nuerk_2005_004,85,8,left,471,1
nuerk_2005_004,86,3,right,402,1
nuerk_2005_004,87,6,left,935,1
nuerk_2005_004,88,7,right,682,1
nuerk_2005_004,89,0,left,458,1
nuerk_2005_004,90,4,left,498,0
nuerk_2005_004,91,4,left,372,0
nuerk_2005_004,92,7,right,867,1
nuerk_2005_004,93,0,left,953,1
nuerk_2005_004,94,1,right,997,1
nuerk_2005_004,95,2,left,944,1
nuerk_2005_004,96,8,left,981,1
nuerk_2005_004,97,4,left,370,1
nuerk_2005_004,98,8,left,399,1
