subject,trial.no,number,hand,RT,correct
nuerk_2005_017,123,2,left,439,1
nuerk_2005_017,124,0,left,369,1
nuerk_2005_017,125,6,right,400,1
nuerk_2005_017,126,4,right,589,1
nuerk_2005_017,127,4,left,457,1
nuerk_2005_017,128,7,left,497,1
nuerk_2005_017,129,8,right,874,1
nuerk_2005_017,130,3,left,476,1
nuerk_2005_017,131,8,right,680,1
nuerk_2005_017,132,1,left,428,1
nuerk_2005_017,133,0,right,514,1
nuerk_2005_017,134,5,right,435,1
nuerk_2005_017,135,4,right,450,1
nuerk_2005_017,136,2,left,1164,1
nuerk_2005_017,137,3,right,565,1
nuerk_2005_017,138,4,left,577,1
nuerk_2005_017,139,5,right,499,1
nuerk_2005_017,140,6,right,371,1
nuerk_2005_017,141,6,right,447,1
nuerk_2005_017,142,1,left,449,1
nuerk_2005_017,143,5,right,602,1
nuerk_2005_017,144,0,right,447,1
nuerk_2005_017,145,5,left,685,1
nuerk_2005_017,146,6,left,736,1
nuerk_2005_017,147,8,right,523,1
nuerk_2005_017,148,4,right,1011,1
nuerk_2005_017,149,4,right,733,0
nuerk_2005_017,150,9,left,748,1
nuerk_2005_017,151,6,left,498,1
nuerk_2005_017,152,1,left,396,1
nuerk_2005_017,153,2,right,595,1
nuerk_2005_017,154,0,right,450,1
nuerk_2005_017,155,7,right,402,1
nuerk_2005_017,156,8,left,445,1
nuerk_2005_017,157,0,left,490,1
nuerk_2005_017,158,8,left,384,1
nuerk_2005_017,159,5,right,434,1
nuerk_2005_017,160,6,left,375,1
nuerk_2005_017,161,7,left,375,1
nuerk_2005_017,162,6,left,374,1
nuerk_2005_017,163,9,left,345,1
nuerk_2005_017,164,9,left,346,1
nuerk_2005_017,165,3,left,393,0
nuerk_2005_017,166,1,left,445,1
nuerk_2005_017,167,3,right,681,1
nuerk_2005_017,168,4,left,444,1
nuerk_2005_017,169,8,left,417,1
nuerk_2005_017,170,2,left,612,1
nuerk_2005_017,171,3,right,475,1
nuerk_2005_017,172,9,right,421,1
nuerk_2005_017,173,7,left,458,1
nuerk_2005_017,174,6,right,428,1
nuerk_2005_017,175,3,left,817,1
nuerk_2005_017,176,9,left,424,1
nuerk_2005_017,177,5,right,550,1
nuerk_2005_017,178,0,right,531,1
nuerk_2005_017,179,8,right,389,1
nuerk_2005_017,180,7,right,459,1
nuerk_2005_017,181,4,left,457,1
nuerk_2005_017,182,6,right,470,1
nuerk_2005_017,183,8,left,602,1
nuerk_2005_017,184,3,right,461,1
nuerk_2005_017,185,8,right,504,1
nuerk_2005_017,186,2,left,404,1
nuerk_2005_017,187,9,left,460,1
nuerk_2005_017,188,9,right,560,1
nuerk_2005_017,189,4,left,790,1
nuerk_2005_017,190,9,right,618,1
nuerk_2005_017,191,5,left,1094,0
nuerk_2005_017,192,2,left,650,1
nuerk_2005_017,193,1,left,370,1
nuerk_2005_017,194,8,left,486,1
nuerk_2005_017,195,2,right,841,1
nuerk_2005_017,196,6,left,472,1
nuerk_2005_017,197,1,right,476,1
nuerk_2005_017,198,9,left,666,1
nuerk_2005_017,199,7,right,754,1
nuerk_2005_017,200,3,left,707,1
nuerk_2005_018,1,7,left,833,1
nuerk_2005_018,2,7,left,430,1
nuerk_2005_018,3,2,right,474,1
nuerk_2005_018,4,4,right,477,1
nuerk_2005_018,5,3,left,483,1
nuerk_2005_018,6,1,left,459,1
nuerk_2005_018,7,0,right,761,1
nuerk_2005_018,8,3,left,458,1
nuerk_2005_018,9,5,left,541,1
nuerk_2005_018,10,5,left,428,1
nuerk_2005_018,11,9,left,642,1
nuerk_2005_018,12,0,right,620,1
nuerk_2005_018,13,4,right,473,1
nuerk_2005_018,14,3,left,489,1
nuerk_2005_018,15,7,left,701,1
nuerk_2005_018,16,9,left,517,0
nuerk_2005_018,17,2,right,630,1
nuerk_2005_018,18,4,right,502,1
nuerk_2005_018,19,8,right,461,1
nuerk_2005_018,20,8,right,460,1
nuerk_2005_018,21,1,left,515,1
nuerk_2005_018,22,5,left,505,1
nuerk_2005_018,23,9,left,576,1
nuerk_2005_018,24,6,right,802,1
nuerk_2005_018,25,6,right,433,1
nuerk_2005_018,26,8,right,519,1
nuerk_2005_018,27,5,left,499,1
nuerk_2005_018,28,0,right,484,0
nuerk_2005_018,29,9,left,562,1
nuerk_2005_018,30,2,right,518,1
nuerk_2005_018,31,5,left,498,1
nuerk_2005_018,32,9,left,514,0
nuerk_2005_018,33,7,left,663,1
nuerk_2005_018,34,1,left,575,1
nuerk_2005_018,35,4,right,536,1
nuerk_2005_018,36,3,left,679,1
nuerk_2005_018,37,7,left,600,1
nuerk_2005_018,38,2,right,617,1
nuerk_2005_018,39,4,right,457,1
nuerk_2005_018,40,5,left,482,1
nuerk_2005_018,41,2,right,591,1
nuerk_2005_018,42,6,right,504,1
nuerk_2005_018,43,1,left,519,1
nuerk_2005_018,44,5,left,729,1
nuerk_2005_018,45,8,right,573,1
nuerk_2005_018,46,6,right,621,1
nuerk_2005_018,47,4,right,460,1
nuerk_2005_018,48,6,right,531,1
nuerk_2005_018,49,5,left,516,1
nuerk_2005_018,50,0,right,898,1
nuerk_2005_018,51,6,right,646,1
nuerk_2005_018,52,2,right,650,0
nuerk_2005_018,53,3,left,1078,1
nuerk_2005_018,54,0,right,483,0
nuerk_2005_018,55,3,left,596,1
nuerk_2005_018,56,4,right,479,1
nuerk_2005_018,57,1,left,485,1
nuerk_2005_018,58,8,right,666,1
nuerk_2005_018,59,7,left,506,1
nuerk_2005_018,60,2,right,550,1
nuerk_2005_018,61,1,left,501,1
nuerk_2005_018,62,4,right,560,1
nuerk_2005_018,63,8,right,488,1
nuerk_2005_018,64,6,right,457,1
nuerk_2005_018,65,7,left,440,1
nuerk_2005_018,66,3,left,470,1
nuerk_2005_018,67,5,left,442,1
nuerk_2005_018,68,9,left,531,1
nuerk_2005_018,69,0,right,575,1
nuerk_2005_018,70,5,left,490,1
nuerk_2005_018,71,7,left,558,1
nuerk_2005_018,72,3,left,483,1
nuerk_2005_018,73,3,left,460,1
nuerk_2005_018,74,1,left,441,1
nuerk_2005_018,75,6,right,445,1
nuerk_2005_018,76,1,left,476,1
nuerk_2005_018,77,8,right,435,1
nuerk_2005_018,78,3,left,477,1
nuerk_2005_018,79,8,right,484,1
nuerk_2005_018,80,9,left,721,1
nuerk_2005_018,81,6,right,560,1
nuerk_2005_018,82,0,right,590,1
nuerk_2005_018,83,8,right,444,1
nuerk_2005_018,84,4,right,420,1
nuerk_2005_018,85,1,left,471,1
nuerk_2005_018,86,2,right,575,1
nuerk_2005_018,87,7,left,564,1
nuerk_2005_018,88,0,right,636,1
nuerk_2005_018,89,6,right,494,1
nuerk_2005_018,90,8,right,449,1
nuerk_2005_018,91,9,left,716,1
nuerk_2005_018,92,4,right,493,1
nuerk_2005_018,93,2,right,535,1
nuerk_2005_018,94,0,right,450,1
nuerk_2005_018,95,9,left,587,1
nuerk_2005_018,96,0,right,556,1
nuerk_2005_018,97,1,left,449,1
nuerk_2005_018,98,9,left,613,1
nuerk_2005_018,99,2,right,462,1
nuerk_2005_018,100,7,left,401,1
nuerk_2005_018,101,4,left,785,1
nuerk_2005_018,102,2,left,1175,1
nuerk_2005_018,103,3,right,491,1
nuerk_2005_018,104,9,right,474,1
nuerk_2005_018,105,8,left,534,1
nuerk_2005_018,106,1,right,506,1
nuerk_2005_018,107,7,right,988,1
nuerk_2005_018,108,3,right,501,1
nuerk_2005_018,109,5,right,402,1
nuerk_2005_018,110,1,right,376,1
nuerk_2005_018,111,6,left,447,1
nuerk_2005_018,112,3,right,599,1
nuerk_2005_018,113,3,right,415,1
nuerk_2005_018,114,8,left,577,1
nuerk_2005_018,115,2,left,496,1
nuerk_2005_018,116,1,right,469,1
nuerk_2005_018,117,3,right,819,1
nuerk_2005_018,118,0,left,644,1
nuerk_2005_018,119,5,right,534,1
nuerk_2005_018,120,0,left,548,1
nuerk_2005_018,121,1,right,471,1
nuerk_2005_018,122,5,right,589,1
nuerk_2005_018,123,8,left,543,1
nuerk_2005_018,124,8,left,445,1
nuerk_2005_018,125,7,right,478,1
nuerk_2005_018,126,0,left,613,1
nuerk_2005_018,127,9,right,606,1
nuerk_2005_018,128,2,left,549,1
nuerk_2005_018,129,6,left,588,0
nuerk_2005_018,130,4,left,585,1
nuerk_2005_018,131,4,left,345,1
nuerk_2005_018,132,0,left,445,1
nuerk_2005_018,133,9,right,449,1
nuerk_2005_018,134,8,left,687,1
nuerk_2005_018,135,0,left,467,1
nuerk_2005_018,136,9,right,789,1
nuerk_2005_018,137,0,left,0,0
nuerk_2005_018,138,7,right,18,0
nuerk_2005_018,139,0,left,628,1
nuerk_2005_018,140,6,left,527,1
nuerk_2005_018,141,7,right,667,1
nuerk_2005_018,142,3,right,557,1
nuerk_2005_018,143,2,left,469,1
nuerk_2005_018,144,4,left,484,1
nuerk_2005_018,145,7,right,460,0
nuerk_2005_018,146,1,right,588,1
nuerk_2005_018,147,7,right,372,1
nuerk_2005_018,148,3,right,431,1
nuerk_2005_018,149,6,left,545,1
nuerk_2005_018,150,6,left,374,1
nuerk_2005_018,151,6,left,345,1
nuerk_2005_018,152,5,right,550,1
nuerk_2005_018,153,9,right,502,1
nuerk_2005_018,154,9,right,404,1
nuerk_2005_018,155,1,right,433,1
nuerk_2005_018,156,8,left,460,1
nuerk_2005_018,157,5,right,458,1
nuerk_2005_018,158,7,right,471,1
nuerk_2005_018,159,7,right,402,1
nuerk_2005_018,160,9,right,505,1
nuerk_2005_018,161,8,left,432,1
nuerk_2005_018,162,2,left,443,1
nuerk_2005_018,163,9,right,433,1
nuerk_2005_018,164,5,right,462,1
nuerk_2005_018,165,4,left,531,1
nuerk_2005_018,166,2,left,428,1
nuerk_2005_018,167,4,left,381,1
nuerk_2005_018,168,3,right,416,1
nuerk_2005_018,169,5,right,441,1
nuerk_2005_018,170,0,left,458,1
nuerk_2005_018,171,4,left,512,1
nuerk_2005_018,172,1,right,518,1
nuerk_2005_018,173,4,left,615,1
nuerk_2005_018,174,6,left,518,1
nuerk_2005_018,175,2,left,426,1
nuerk_2005_018,176,7,right,449,1
nuerk_2005_018,177,1,right,574,1
nuerk_2005_018,178,2,left,418,1
nuerk_2005_018,179,5,right,413,1
nuerk_2005_018,180,6,left,470,1
nuerk_2005_018,181,7,right,445,1
nuerk_2005_018,182,4,left,446,1
nuerk_2005_018,183,2,left,491,1
nuerk_2005_018,184,6,left,473,1
nuerk_2005_018,185,0,left,502,1
nuerk_2005_018,186,1,right,403,1
nuerk_2005_018,187,9,right,477,1
nuerk_2005_018,188,8,left,440,1
nuerk_2005_018,189,6,left,733,0
nuerk_2005_018,190,1,right,533,1
nuerk_2005_018,191,3,right,531,1
nuerk_2005_018,192,5,right,475,1
nuerk_2005_018,193,8,left,447,1
nuerk_2005_018,194,9,right,485,1
nuerk_2005_018,195,2,left,404,1
nuerk_2005_018,196,4,left,403,1
nuerk_2005_018,197,3,right,461,1
nuerk_2005_018,198,5,right,517,1
nuerk_2005_018,199,8,left,441,1
nuerk_2005_018,200,0,left,486,1
nuerk_2005_019,1,3,right,414,1
nuerk_2005_019,2,2,left,345,1
nuerk_2005_019,3,5,right,419,1
nuerk_2005_019,4,8,left,398,1
nuerk_2005_019,5,8,left,468,1
nuerk_2005_019,6,9,right,369,1
nuerk_2005_019,7,2,left,412,1
nuerk_2005_019,8,9,right,355,1
nuerk_2005_019,9,2,left,500,1
nuerk_2005_019,10,5,right,371,1
nuerk_2005_019,11,7,right,417,1
nuerk_2005_019,12,6,left,409,1
nuerk_2005_019,13,0,left,470,1
nuerk_2005_019,14,1,right,415,1
nuerk_2005_019,15,0,left,302,1
nuerk_2005_019,16,8,left,485,1
nuerk_2005_019,17,3,right,508,1
nuerk_2005_019,18,1,right,600,1
nuerk_2005_019,19,1,right,574,1
nuerk_2005_019,20,1,right,362,1
nuerk_2005_019,21,2,left,429,1
nuerk_2005_019,22,0,left,455,1
nuerk_2005_019,23,2,left,477,0
nuerk_2005_019,24,4,left,497,1
nuerk_2005_019,25,7,right,815,1
nuerk_2005_019,26,4,left,490,1
nuerk_2005_019,27,6,left,761,1
nuerk_2005_019,28,5,right,603,1
nuerk_2005_019,29,8,left,342,1
nuerk_2005_019,30,4,left,417,0
nuerk_2005_019,31,4,left,382,1
nuerk_2005_019,32,1,right,518,1
nuerk_2005_019,33,3,right,512,0
nuerk_2005_019,34,1,right,416,1
nuerk_2005_019,35,2,left,477,1
nuerk_2005_019,36,1,right,439,1
nuerk_2005_019,37,4,left,355,1
nuerk_2005_019,38,7,right,419,1
nuerk_2005_019,39,3,right,502,1
nuerk_2005_019,40,5,right,488,1
nuerk_2005_019,41,5,right,414,1
nuerk_2005_019,42,4,left,402,1
nuerk_2005_019,43,9,right,446,1
nuerk_2005_019,44,0,left,520,1
nuerk_2005_019,45,7,right,367,1
nuerk_2005_019,46,6,left,338,1
nuerk_2005_019,47,4,left,611,1
nuerk_2005_019,48,3,right,460,1
nuerk_2005_019,49,9,right,480,0
nuerk_2005_019,50,8,left,745,1
nuerk_2005_019,51,0,left,575,1
nuerk_2005_019,52,8,left,359,1
nuerk_2005_019,53,4,left,455,1
nuerk_2005_019,54,0,left,459,1
nuerk_2005_019,55,7,right,515,1
nuerk_2005_019,56,0,left,376,1
nuerk_2005_019,57,7,right,405,1
nuerk_2005_019,58,1,right,522,1
nuerk_2005_019,59,6,left,430,1
nuerk_2005_019,60,6,left,426,1
nuerk_2005_019,61,9,right,469,1
nuerk_2005_019,62,3,right,487,1
nuerk_2005_019,63,2,left,496,1
nuerk_2005_019,64,6,left,371,1
nuerk_2005_019,65,4,left,514,1
nuerk_2005_019,66,9,right,418,1
nuerk_2005_019,67,3,right,543,1
nuerk_2005_019,68,5,right,404,1
nuerk_2005_019,69,8,left,418,1
nuerk_2005_019,70,9,right,513,1
nuerk_2005_019,71,3,right,359,0
nuerk_2005_019,72,8,left,338,1
nuerk_2005_019,73,2,left,485,0
nuerk_2005_019,74,9,right,463,1
nuerk_2005_019,75,6,left,474,1
nuerk_2005_019,76,2,left,387,1
nuerk_2005_019,77,4,left,597,1
nuerk_2005_019,78,7,right,412,1
nuerk_2005_019,79,6,left,429,1
nuerk_2005_019,80,0,left,594,1
nuerk_2005_019,81,2,left,402,1
nuerk_2005_019,82,6,left,415,1
nuerk_2005_019,83,7,right,420,1
nuerk_2005_019,84,5,right,516,1
nuerk_2005_019,85,0,left,419,1
nuerk_2005_019,86,7,right,529,1
nuerk_2005_019,87,8,left,399,0
nuerk_2005_019,88,3,right,400,1
nuerk_2005_019,89,0,left,501,0
nuerk_2005_019,90,5,right,575,1
nuerk_2005_019,91,8,left,385,1
nuerk_2005_019,92,1,right,578,1
nuerk_2005_019,93,6,left,541,1
nuerk_2005_019,94,1,right,514,0
nuerk_2005_019,95,5,right,560,0
nuerk_2005_019,96,3,right,661,1
nuerk_2005_019,97,9,right,488,1
nuerk_2005_019,98,9,right,369,1
nuerk_2005_019,99,5,right,400,1
nuerk_2005_019,100,7,right,458,1
nuerk_2005_019,101,5,left,433,1
nuerk_2005_019,102,5,left,484,1
nuerk_2005_019,103,3,left,532,1
nuerk_2005_019,104,9,left,573,1
nuerk_2005_019,105,0,right,461,1
nuerk_2005_019,106,1,left,457,1
nuerk_2005_019,107,6,right,455,1
nuerk_2005_019,108,4,right,488,1
nuerk_2005_019,109,4,right,371,1
nuerk_2005_019,110,5,left,365,1
nuerk_2005_019,111,1,left,434,0
nuerk_2005_019,112,2,right,348,1
nuerk_2005_019,113,6,right,586,1
nuerk_2005_019,114,4,right,469,1
nuerk_2005_019,115,2,right,427,1
nuerk_2005_019,116,9,left,469,1
nuerk_2005_019,117,3,left,1104,1
nuerk_2005_019,118,5,left,527,1
nuerk_2005_019,119,2,right,439,0
nuerk_2005_019,120,5,left,498,1
nuerk_2005_019,121,9,left,496,1
nuerk_2005_019,122,2,right,362,1
nuerk_2005_019,123,8,right,446,1
nuerk_2005_019,124,2,right,411,1
nuerk_2005_019,125,7,left,472,1
nuerk_2005_019,126,8,right,358,1
nuerk_2005_019,127,8,right,398,1
nuerk_2005_019,128,4,right,524,1
nuerk_2005_019,129,7,left,389,1
nuerk_2005_019,130,6,right,384,1
nuerk_2005_019,131,3,left,431,1
nuerk_2005_019,132,8,right,429,1
nuerk_2005_019,133,4,right,531,1
nuerk_2005_019,134,1,left,489,0
nuerk_2005_019,135,5,left,457,1
nuerk_2005_019,136,9,left,619,1
nuerk_2005_019,137,1,left,585,1
nuerk_2005_019,138,0,right,463,1
nuerk_2005_019,139,2,right,764,1
nuerk_2005_019,140,8,right,391,1
nuerk_2005_019,141,8,right,388,1
nuerk_2005_019,142,8,right,350,1
nuerk_2005_019,143,6,right,541,1
nuerk_2005_019,144,6,right,416,1
nuerk_2005_019,145,2,right,566,1
nuerk_2005_019,146,0,right,594,1
nuerk_2005_019,147,2,right,463,1
nuerk_2005_019,148,4,right,576,1
nuerk_2005_019,149,1,left,496,1
nuerk_2005_019,150,3,left,578,1
nuerk_2005_019,151,9,left,569,1
nuerk_2005_019,152,9,left,396,1
nuerk_2005_019,153,0,right,512,1
nuerk_2005_019,154,7,left,357,1
nuerk_2005_019,155,5,left,554,1
nuerk_2005_019,156,6,right,477,1
nuerk_2005_019,157,8,right,407,1
nuerk_2005_019,158,3,left,398,0
nuerk_2005_019,159,1,left,570,1
nuerk_2005_019,160,3,left,485,1
nuerk_2005_019,161,4,right,404,1
nuerk_2005_019,162,1,left,446,1
nuerk_2005_019,163,3,left,464,0
nuerk_2005_019,164,7,left,461,1
nuerk_2005_019,165,0,right,574,1
nuerk_2005_019,166,4,right,520,1
nuerk_2005_019,167,1,left,480,1
nuerk_2005_019,168,6,right,502,1
nuerk_2005_019,169,0,right,618,1
nuerk_2005_019,170,5,left,465,1
nuerk_2005_019,171,5,left,359,1
nuerk_2005_019,172,3,left,412,1
nuerk_2005_019,173,1,left,427,1
nuerk_2005_019,174,2,right,455,1
nuerk_2005_019,175,7,left,476,1
nuerk_2005_019,176,7,left,750,1
nuerk_2005_019,177,8,right,546,1
nuerk_2005_019,178,7,left,504,1
nuerk_2005_019,179,5,left,430,1
nuerk_2005_019,180,0,right,400,1
nuerk_2005_019,181,0,right,372,1
nuerk_2005_019,182,6,right,561,1
nuerk_2005_019,183,6,right,431,1
nuerk_2005_019,184,3,left,416,0
nuerk_2005_019,185,7,left,482,1
nuerk_2005_019,186,7,left,386,1
nuerk_2005_019,187,9,left,403,1
nuerk_2005_019,188,0,right,461,1
nuerk_2005_019,189,9,left,523,1
nuerk_2005_019,190,4,right,475,1
nuerk_2005_019,191,8,right,435,1
nuerk_2005_019,192,9,left,361,1
nuerk_2005_019,193,6,right,372,1
nuerk_2005_019,194,2,right,461,1
nuerk_2005_019,195,4,right,473,1
nuerk_2005_019,196,1,left,416,1
nuerk_2005_019,197,0,right,522,1
nuerk_2005_019,198,7,left,371,1
nuerk_2005_019,199,3,left,370,1
nuerk_2005_019,200,9,left,454,1
nuerk_2005_020,1,1,right,441,0
nuerk_2005_020,2,5,right,473,1
nuerk_2005_020,3,6,left,474,1
nuerk_2005_020,4,6,left,402,1
nuerk_2005_020,5,2,left,400,1
nuerk_2005_020,6,2,left,355,1
nuerk_2005_020,7,7,right,492,1
nuerk_2005_020,8,9,right,490,1
nuerk_2005_020,9,8,left,471,1
nuerk_2005_020,10,7,right,415,1
nuerk_2005_020,11,9,right,508,1
nuerk_2005_020,12,7,right,384,1
nuerk_2005_020,13,5,right,391,1
nuerk_2005_020,14,8,left,429,1
nuerk_2005_020,15,8,left,411,1
nuerk_2005_020,16,2,left,385,1
nuerk_2005_020,17,4,left,446,1
nuerk_2005_020,18,1,right,393,1
nuerk_2005_020,19,8,left,617,1
nuerk_2005_020,20,9,right,528,1
nuerk_2005_020,21,1,right,428,1
nuerk_2005_020,22,4,left,484,1
nuerk_2005_020,23,3,right,418,1
nuerk_2005_020,24,0,left,528,1
nuerk_2005_020,25,3,right,369,1
nuerk_2005_020,26,3,right,459,1
nuerk_2005_020,27,0,left,427,1
nuerk_2005_020,28,0,left,553,1
nuerk_2005_020,29,9,right,433,1
nuerk_2005_020,30,9,right,462,1
nuerk_2005_020,31,6,left,488,1
nuerk_2005_020,32,8,left,396,1
nuerk_2005_020,33,7,right,451,1
nuerk_2005_020,34,4,left,486,1
nuerk_2005_020,35,3,right,522,1
nuerk_2005_020,36,0,left,516,1
nuerk_2005_020,37,2,left,404,1
nuerk_2005_020,38,0,left,373,1
nuerk_2005_020,39,0,left,415,1
nuerk_2005_020,40,1,right,421,1
nuerk_2005_020,41,1,right,387,1
nuerk_2005_020,42,6,left,454,1
nuerk_2005_020,43,9,right,520,1
nuerk_2005_020,44,3,right,459,1
nuerk_2005_020,45,5,right,415,1
nuerk_2005_020,46,9,right,492,1
nuerk_2005_020,47,2,left,389,0
nuerk_2005_020,48,8,left,528,1
nuerk_2005_020,49,7,right,428,1
nuerk_2005_020,50,3,right,486,1
nuerk_2005_020,51,5,right,450,1
nuerk_2005_020,52,5,right,388,1
nuerk_2005_020,53,5,right,326,1
nuerk_2005_020,54,0,left,434,1
nuerk_2005_020,55,4,left,431,1
nuerk_2005_020,56,6,left,457,1
nuerk_2005_020,57,3,right,541,1
nuerk_2005_020,58,8,left,605,0
nuerk_2005_020,59,8,left,421,0
nuerk_2005_020,60,4,left,515,1
nuerk_2005_020,61,8,left,418,1
nuerk_2005_020,62,6,left,425,1
nuerk_2005_020,63,7,right,680,1
nuerk_2005_020,64,2,left,471,1
nuerk_2005_020,65,3,right,545,1
nuerk_2005_020,66,1,right,537,1
nuerk_2005_020,67,4,left,439,1
nuerk_2005_020,68,8,left,715,1
nuerk_2005_020,69,1,right,463,1
nuerk_2005_020,70,9,right,534,1
nuerk_2005_020,71,9,right,506,1
nuerk_2005_020,72,1,right,581,1
nuerk_2005_020,73,6,left,473,1
nuerk_2005_020,74,5,right,459,0
nuerk_2005_020,75,4,left,484,1
nuerk_2005_020,76,2,left,445,1
nuerk_2005_020,77,2,left,417,1
nuerk_2005_020,78,1,right,543,1
nuerk_2005_020,79,5,right,491,1
nuerk_2005_020,80,7,right,445,1
nuerk_2005_020,81,7,right,392,1
nuerk_2005_020,82,0,left,459,1
nuerk_2005_020,83,4,left,686,1
nuerk_2005_020,84,2,left,432,1
nuerk_2005_020,85,0,left,631,1
nuerk_2005_020,86,1,right,445,1
nuerk_2005_020,87,5,right,463,1
nuerk_2005_020,88,6,left,517,1
nuerk_2005_020,89,3,right,513,1
nuerk_2005_020,90,5,right,549,1
nuerk_2005_020,91,4,left,397,1
nuerk_2005_020,92,4,left,381,1
nuerk_2005_020,93,3,right,416,1
nuerk_2005_020,94,2,left,506,1
nuerk_2005_020,95,0,left,578,1
nuerk_2005_020,96,6,left,468,1
nuerk_2005_020,97,7,right,427,1
nuerk_2005_020,98,9,right,500,1
nuerk_2005_020,99,6,left,415,0
nuerk_2005_020,100,7,right,521,1
nuerk_2005_020,101,3,left,480,1
nuerk_2005_020,102,5,left,429,1
nuerk_2005_020,103,6,right,413,1
nuerk_2005_020,104,8,right,361,1
nuerk_2005_020,105,1,left,415,1
nuerk_2005_020,106,6,right,361,1
nuerk_2005_020,107,9,left,430,1
nuerk_2005_020,108,3,left,426,1
nuerk_2005_020,109,3,left,409,1
nuerk_2005_020,110,2,right,429,1
nuerk_2005_020,111,5,left,413,1
nuerk_2005_020,112,0,right,462,1
nuerk_2005_020,113,0,right,345,1
nuerk_2005_020,114,1,left,447,1
nuerk_2005_020,115,6,right,338,1
nuerk_2005_020,116,2,right,458,1
nuerk_2005_020,117,7,left,469,1
nuerk_2005_020,118,8,right,327,1
nuerk_2005_020,119,9,left,355,0
nuerk_2005_020,120,6,right,459,1
nuerk_2005_020,121,9,left,456,1
nuerk_2005_020,122,6,right,464,1
nuerk_2005_020,123,4,right,391,1
nuerk_2005_020,124,7,left,501,1
nuerk_2005_020,125,7,left,472,1
nuerk_2005_020,126,7,left,413,1
nuerk_2005_020,127,7,left,373,1
nuerk_2005_020,128,9,left,433,0
nuerk_2005_020,129,0,right,405,1
nuerk_2005_020,130,2,right,463,1
nuerk_2005_020,131,4,right,404,1
nuerk_2005_020,132,6,right,419,1
nuerk_2005_020,133,3,left,442,1
nuerk_2005_020,134,2,right,461,1
nuerk_2005_020,135,9,left,543,1
nuerk_2005_020,136,7,left,618,1
nuerk_2005_020,137,0,right,557,1
nuerk_2005_020,138,8,right,428,1
nuerk_2005_020,139,1,left,453,1
nuerk_2005_020,140,0,right,650,1
nuerk_2005_020,141,1,left,373,0
nuerk_2005_020,142,3,left,647,1
nuerk_2005_020,143,5,left,453,1
nuerk_2005_020,144,4,right,519,1
nuerk_2005_020,145,6,right,430,1
nuerk_2005_020,146,0,right,401,1
nuerk_2005_020,147,0,right,401,1
nuerk_2005_020,148,2,right,388,1
nuerk_2005_020,149,0,right,357,1
nuerk_2005_020,150,5,left,424,1
nuerk_2005_020,151,4,right,477,1
nuerk_2005_020,152,5,left,482,1
nuerk_2005_020,153,8,right,388,1
nuerk_2005_020,154,5,left,412,1
nuerk_2005_020,155,9,left,374,0
nuerk_2005_020,156,1,left,676,1
nuerk_2005_020,157,9,left,563,1
nuerk_2005_020,158,1,left,431,1
nuerk_2005_020,159,0,right,501,1
nuerk_2005_020,160,5,left,458,1
nuerk_2005_020,161,8,right,456,1
nuerk_2005_020,162,3,left,550,1
nuerk_2005_020,163,7,left,466,1
nuerk_2005_020,164,4,right,407,1
nuerk_2005_020,165,5,left,411,1
nuerk_2005_020,166,3,left,500,1
nuerk_2005_020,167,3,left,442,1
nuerk_2005_020,168,7,left,487,1
nuerk_2005_020,169,4,right,484,1
nuerk_2005_020,170,6,right,434,1
nuerk_2005_020,171,1,left,446,1
nuerk_2005_020,172,4,right,684,1
nuerk_2005_020,173,3,left,461,1
nuerk_2005_020,174,7,left,501,1
nuerk_2005_020,175,2,right,445,1
nuerk_2005_020,176,3,left,448,1
nuerk_2005_020,177,1,left,468,1
nuerk_2005_020,178,5,left,526,1
nuerk_2005_020,179,6,right,455,1
nuerk_2005_020,180,9,left,563,1
nuerk_2005_020,181,4,right,418,1
nuerk_2005_020,182,8,right,442,1
nuerk_2005_020,183,9,left,487,1
nuerk_2005_020,184,4,right,455,1
nuerk_2005_020,185,2,right,437,1
nuerk_2005_020,186,7,left,423,1
nuerk_2005_020,187,5,left,474,1
nuerk_2005_020,188,8,right,418,1
nuerk_2005_020,189,1,left,427,1
nuerk_2005_020,190,4,right,412,1
nuerk_2005_020,191,2,right,413,1
nuerk_2005_020,192,8,right,447,1
nuerk_2005_020,193,2,right,385,1
nuerk_2005_020,194,2,right,349,1
nuerk_2005_020,195,0,right,500,1
nuerk_2005_020,196,6,right,415,1
nuerk_2005_020,197,8,right,407,1
nuerk_2005_020,198,8,right,369,1
nuerk_2005_020,199,1,left,441,1
nuerk_2005_020,200,9,left,600,1
nuerk_2005_021,1,9,left,818,1
nuerk_2005_021,2,8,right,846,1
nuerk_2005_021,3,4,right,624,1
nuerk_2005_021,4,3,left,562,1
nuerk_2005_021,5,4,right,764,1
nuerk_2005_021,6,5,left,792,1
nuerk_2005_021,7,9,left,560,1
nuerk_2005_021,8,1,left,716,1
nuerk_2005_021,9,2,right,580,1
nuerk_2005_021,10,8,right,557,0
nuerk_2005_021,11,7,left,557,0
nuerk_2005_021,12,0,right,759,1
nuerk_2005_021,13,9,left,600,1
nuerk_2005_021,14,6,right,560,1
nuerk_2005_021,15,9,left,630,1
nuerk_2005_021,16,5,left,643,1
nuerk_2005_021,17,3,left,881,0
nuerk_2005_021,18,7,left,761,1
nuerk_2005_021,19,5,left,587,1
nuerk_2005_021,20,3,left,639,1
